gene_id,transcript_1,transcript_2,num_junction_T1_only,num_junction_T2_only,num_junction_shared,prop_junction_diff,prop_junction_similar,junction_T1_only,junction_T2_only,junction_shared,num_ER_T1_only,num_ER_T2_only,num_ER_shared,prop_ER_diff,prop_ER_similar,ER_T1_only,ER_T2_only,ER_shared,num_fragment_T1_only,num_fragment_T2_only,num_fragment_shared,prop_fragment_diff,prop_fragment_similar,fragment_T1_only,fragment_T2_only,fragment_shared,num_fragment_singletons_T1_only,num_fragment_singletons_T2_only,num_fragment_singletons_shared,num_IR_fragment_T1,num_IR_fragment_T2,IR_fragment_T1,IR_fragment_T2,num_nt_shared,num_nt_T1_only,num_nt_T2_only,num_nt_diff,total_nt,prop_nt_diff,prop_nt_similar,num_nt_T1_only_in_shared_ER,num_nt_T2_only_in_shared_ER,num_nt_shared_in_shared_ER,total_nt_in_shared_ER,prop_nt_diff_in_shared_ER,prop_nt_similar_in_shared_ER,num_nt_T1_only_in_unique_ER,num_nt_T2_only_in_unique_ER,flag_FSM,flag_IR,flag_5_variation,flag_3_variation,flag_alt_donor_acceptor,flag_alt_exon,flag_no_shared_nt
gene:WBGene00018319,tr_gene:WBGene00018319_1,tr_gene:WBGene00018319_4,1,8,1,0.9,0.09999999999999998,IV:5363794:5363863:-,IV:5356793:5357144:-|IV:5357412:5357885:-|IV:5358147:5358679:-|IV:5359022:5359101:-|IV:5359216:5362185:-|IV:5362625:5362940:-|IV:5363475:5363545:-|IV:5363800:5363863:-,IV:5364131:5364195:-,0,7,3,0.7,0.30000000000000004,,IV:5356539:5356803:-|IV:5357134:5357422:-|IV:5357875:5358157:-|IV:5358669:5359032:-|IV:5359091:5359226:-|IV:5362175:5362635:-|IV:5362930:5363485:-,IV:5363535:5363810:-|IV:5363853:5364141:-|IV:5364185:5364268:-,0,8,3,0.7272727272727273,0.2727272727272727,,IV:5356539:5356803:-|IV:5357134:5357422:-|IV:5357875:5358157:-|IV:5358669:5359032:-|IV:5359091:5359226:-|IV:5362175:5362635:-|IV:5362930:5363485:-|IV:5363804:5363810:-,IV:5363535:5363804:-|IV:5363853:5364141:-|IV:5364185:5364268:-,0,7,2,0,0,,,640,0,2353,2353,2993,0.7861677246909455,0.21383227530905446,0,6,640,646,0.009287925696594427,0.9907120743034056,0,2347,0,0,0,1,1,1,0
gene:WBGene00018319,tr_gene:WBGene00018319_2,tr_gene:WBGene00018319_3,8,0,0,1,0,IV:5357799:5357885:-|IV:5358147:5358679:-|IV:5359022:5359101:-|IV:5359216:5362185:-|IV:5362625:5362940:-|IV:5363475:5363545:-|IV:5363800:5363863:-|IV:5364131:5364195:-,,,0,0,1,0.0,1.0,,,IV:5357522:5364268:-,8,0,9,0.47058823529411764,0.5294117647058824,IV:5357809:5357875:-|IV:5358157:5358669:-|IV:5359032:5359091:-|IV:5359226:5362175:-|IV:5362635:5362930:-|IV:5363485:5363535:-|IV:5363810:5363853:-|IV:5364141:5364185:-,,IV:5357522:5357809:-|IV:5357875:5358157:-|IV:5358669:5359032:-|IV:5359091:5359226:-|IV:5362175:5362635:-|IV:5362930:5363485:-|IV:5363535:5363810:-|IV:5363853:5364141:-|IV:5364185:5364268:-,0,0,0,8,0,IV:5357809:5357875:-|IV:5358157:5358669:-|IV:5359032:5359091:-|IV:5359226:5362175:-|IV:5362635:5362930:-|IV:5363485:5363535:-|IV:5363810:5363853:-|IV:5364141:5364185:-,,2728,4018,0,4018,6746,0.595612214645716,0.404387785354284,4018,0,2728,6746,0.595612214645716,0.404387785354284,0,0,0,1,0,0,0,0,0
gene:WBGene00018319,tr_gene:WBGene00018319_2,tr_gene:WBGene00018319_4,9,0,0,1,0,IV:5356793:5357144:-|IV:5357412:5357885:-|IV:5358147:5358679:-|IV:5359022:5359101:-|IV:5359216:5362185:-|IV:5362625:5362940:-|IV:5363475:5363545:-|IV:5363800:5363863:-|IV:5364131:5364195:-,,,0,2,1,0.6666666666666666,0.33333333333333337,,IV:5356539:5356803:-|IV:5357134:5357422:-,IV:5357522:5364268:-,8,2,8,0.5555555555555556,0.4444444444444444,IV:5357522:5357875:-|IV:5358157:5358669:-|IV:5359032:5359091:-|IV:5359226:5362175:-|IV:5362635:5362930:-|IV:5363485:5363535:-|IV:5363810:5363853:-|IV:5364141:5364185:-,IV:5356539:5356803:-|IV:5357134:5357422:-,IV:5357875:5358157:-|IV:5358669:5359032:-|IV:5359091:5359226:-|IV:5362175:5362635:-|IV:5362930:5363485:-|IV:5363535:5363810:-|IV:5363853:5364141:-|IV:5364185:5364268:-,0,2,0,7,0,IV:5358157:5358669:-|IV:5359032:5359091:-|IV:5359226:5362175:-|IV:5362635:5362930:-|IV:5363485:5363535:-|IV:5363810:5363853:-|IV:5364141:5364185:-,,2441,4305,552,4857,7298,0.6655248013154289,0.3344751986845711,4305,0,2441,6746,0.6381559442632672,0.36184405573673284,0,552,0,1,0,1,0,0,0
gene:WBGene00018319,tr_gene:WBGene00018319_3,tr_gene:WBGene00018319_4,1,2,7,0.3,0.7,IV:5357799:5357885:-,IV:5356793:5357144:-|IV:5357412:5357885:-,IV:5358147:5358679:-|IV:5359022:5359101:-|IV:5359216:5362185:-|IV:5362625:5362940:-|IV:5363475:5363545:-|IV:5363800:5363863:-|IV:5364131:5364195:-,1,2,8,0.2727272727272727,0.7272727272727273,IV:5357522:5357809:-,IV:5356539:5356803:-|IV:5357134:5357422:-,IV:5357875:5358157:-|IV:5358669:5359032:-|IV:5359091:5359226:-|IV:5362175:5362635:-|IV:5362930:5363485:-|IV:5363535:5363810:-|IV:5363853:5364141:-|IV:5364185:5364268:-,1,2,8,0.2727272727272727,0.7272727272727273,IV:5357522:5357809:-,IV:5356539:5356803:-|IV:5357134:5357422:-,IV:5357875:5358157:-|IV:5358669:5359032:-|IV:5359091:5359226:-|IV:5362175:5362635:-|IV:5362930:5363485:-|IV:5363535:5363810:-|IV:5363853:5364141:-|IV:5364185:5364268:-,1,2,8,0,0,,,2441,287,552,839,3280,0.2557926829268293,0.7442073170731707,0,0,2441,2441,0.0,1.0,287,552,0,0,0,1,0,1,0
gene:WBGene00018470,tr_gene:WBGene00018470_1,tr_gene:WBGene00018470_2,0,1,2,0.3333333333333333,0.6666666666666667,,IV:7628352:7628453:-,IV:7628556:7628778:-|IV:7628897:7628961:-,0,1,3,0.25,0.75,,IV:7628243:7628362:-,IV:7628443:7628566:-|IV:7628768:7628907:-|IV:7628951:7628988:-,0,2,3,0.4,0.6,,IV:7628243:7628362:-|IV:7628443:7628447:-,IV:7628447:7628566:-|IV:7628768:7628907:-|IV:7628951:7628988:-,0,1,2,0,0,,,295,0,123,123,418,0.2942583732057416,0.7057416267942584,0,4,295,299,0.013377926421404682,0.9866220735785953,0,119,0,0,0,1,1,1,0
gene:WBGene00018635,tr_gene:WBGene00018635_1,tr_gene:WBGene00018635_2,1,4,1,0.8333333333333334,0.16666666666666663,IV:7558312:7558386:+,IV:7556758:7556827:+|IV:7557014:7557095:+|IV:7557415:7557479:+|IV:7557771:7557835:+,IV:7558518:7558582:+,0,4,2,0.6666666666666666,0.33333333333333337,,IV:7556636:7556768:+|IV:7556817:7557024:+|IV:7557085:7557425:+|IV:7557469:7557781:+,IV:7557825:7558528:+|IV:7558572:7558749:+,0,5,3,0.625,0.375,,IV:7556636:7556768:+|IV:7556817:7557024:+|IV:7557085:7557425:+|IV:7557469:7557781:+|IV:7558322:7558376:+,IV:7557825:7558322:+|IV:7558376:7558528:+|IV:7558572:7558749:+,0,4,1,0,1,,IV:7558322:7558376:+,826,0,1045,1045,1871,0.5585248530197755,0.4414751469802245,0,54,826,880,0.06136363636363636,0.9386363636363636,0,991,0,1,1,0,0,0,0
gene:WBGene00018636,tr_gene:WBGene00018636_1,tr_gene:WBGene00018636_2,1,1,6,0.25,0.75,IV:7551017:7551378:+,IV:7551017:7551384:+,IV:7548640:7548703:+|IV:7548875:7548947:+|IV:7549036:7549100:+|IV:7549187:7549250:+|IV:7549460:7549531:+|IV:7549701:7550883:+,0,0,8,0.0,1.0,,,IV:7548438:7548650:+|IV:7548693:7548885:+|IV:7548937:7549046:+|IV:7549090:7549197:+|IV:7549240:7549470:+|IV:7549521:7549711:+|IV:7550873:7551027:+|IV:7551368:7551511:+,1,1,8,0.2,0.8,IV:7551368:7551374:+,IV:7548438:7548548:+,IV:7548548:7548650:+|IV:7548693:7548885:+|IV:7548937:7549046:+|IV:7549090:7549197:+|IV:7549240:7549470:+|IV:7549521:7549711:+|IV:7550873:7551027:+|IV:7551374:7551511:+,0,0,6,0,0,,,1221,6,110,116,1337,0.08676140613313388,0.9132385938668661,6,110,1221,1337,0.08676140613313388,0.9132385938668661,0,0,0,0,1,0,1,0,0
gene:WBGene00018898,tr_gene:WBGene00018898_1,tr_gene:WBGene00018898_2,3,9,0,1.0,0.0,IV:4369643:4370712:+|IV:4370896:4371854:+|IV:4372090:4372896:+,IV:4374083:4374741:+|IV:4375180:4375844:+|IV:4376011:4376809:+|IV:4377676:4378677:+|IV:4379165:4380047:+|IV:4380273:4380343:+|IV:4382398:4383221:+|IV:4383537:4384219:+|IV:4384664:4386129:+,,4,9,0,1.0,0.0,IV:4368327:4369653:+|IV:4370702:4370906:+|IV:4371844:4372100:+|IV:4372886:4374093:+,IV:4374731:4375190:+|IV:4375834:4376021:+|IV:4376799:4377686:+|IV:4378667:4379175:+|IV:4380037:4380283:+|IV:4380333:4382408:+|IV:4383211:4383547:+|IV:4384209:4384674:+|IV:4386119:4386354:+,,4,10,0,1.0,0.0,IV:4368327:4369653:+|IV:4370702:4370906:+|IV:4371844:4372100:+|IV:4372886:4372992:+,IV:4372992:4374093:+|IV:4374731:4375190:+|IV:4375834:4376021:+|IV:4376799:4377686:+|IV:4378667:4379175:+|IV:4380037:4380283:+|IV:4380333:4382408:+|IV:4383211:4383547:+|IV:4384209:4384674:+|IV:4386119:4386354:+,,3,9,0,0,0,,,0,1892,6499,8391,8391,1.0,0.0,0,0,0,0,0,0,1892,6499,0,0,0,0,0,0,1
gene:WBGene00018925,tr_gene:WBGene00018925_1,tr_gene:WBGene00018925_2,1,1,3,0.4,0.6,IV:568880:569608:-,IV:568886:569608:-,IV:569772:569841:-|IV:570054:570121:-|IV:570221:570775:-,0,0,5,0.0,1.0,,,IV:568371:568896:-|IV:569598:569782:-|IV:569831:570064:-|IV:570111:570231:-|IV:570765:570844:-,0,1,5,0.16666666666666666,0.8333333333333334,,IV:568890:568896:-,IV:568371:568890:-|IV:569598:569782:-|IV:569831:570064:-|IV:570111:570231:-|IV:570765:570844:-,0,0,4,0,0,,,1135,0,6,6,1141,0.0052585451358457495,0.9947414548641542,0,6,1135,1141,0.0052585451358457495,0.9947414548641542,0,0,0,0,0,0,1,0,0
gene:WBGene00019504,tr_gene:WBGene00019504_1,tr_gene:WBGene00019504_2,0,2,3,0.4,0.6,,IV:8291634:8291741:+|IV:8291825:8292774:+,IV:8292869:8292940:+|IV:8293097:8293170:+|IV:8294035:8294108:+,0,2,4,0.3333333333333333,0.6666666666666667,,IV:8291624:8291644:+|IV:8291731:8291835:+,IV:8292764:8292879:+|IV:8292930:8293107:+|IV:8293160:8294045:+|IV:8294098:8294596:+,0,3,4,0.42857142857142855,0.5714285714285714,,IV:8291624:8291644:+|IV:8291731:8291835:+|IV:8292764:8292776:+,IV:8292776:8292879:+|IV:8292930:8293107:+|IV:8293160:8294045:+|IV:8294098:8294596:+,0,2,3,0,0,,,1663,0,136,136,1799,0.07559755419677598,0.9244024458032241,0,12,1663,1675,0.007164179104477612,0.9928358208955224,0,124,0,0,1,0,1,1,0
gene:WBGene00019537,tr_gene:WBGene00019537_1,tr_gene:WBGene00019537_2,1,1,0,1.0,0.0,IV:1710356:1710575:+,IV:1710395:1710575:+,,0,0,2,0.0,1.0,,,IV:1710264:1710405:+|IV:1710565:1711127:+,0,1,2,0.3333333333333333,0.6666666666666667,,IV:1710366:1710405:+,IV:1710264:1710366:+|IV:1710565:1711127:+,0,0,1,0,0,,,664,0,39,39,703,0.05547652916073969,0.9445234708392604,0,39,664,703,0.05547652916073969,0.9445234708392604,0,0,0,0,0,0,1,0,0
gene:WBGene00019664,tr_gene:WBGene00019664_1,tr_gene:WBGene00019664_2,0,5,0,1,0,,IV:655633:655706:+|IV:655937:656631:+|IV:656717:657151:+|IV:657361:657871:+|IV:658008:658346:+,,0,0,1,0.0,1.0,,,IV:655396:658604:+,0,6,6,0.5,0.5,,IV:655396:655579:+|IV:655643:655696:+|IV:655947:656621:+|IV:656727:657141:+|IV:657371:657861:+|IV:658018:658336:+,IV:655579:655643:+|IV:655696:655947:+|IV:656621:656727:+|IV:657141:657371:+|IV:657861:658018:+|IV:658336:658604:+,0,0,0,0,5,,IV:655643:655696:+|IV:655947:656621:+|IV:656727:657141:+|IV:657371:657861:+|IV:658018:658336:+,1076,0,2132,2132,3208,0.6645885286783042,0.3354114713216958,0,2132,1076,3208,0.6645885286783042,0.3354114713216958,0,0,0,1,1,0,0,0,0
gene:WBGene00019664,tr_gene:WBGene00019664_1,tr_gene:WBGene00019664_3,1,2,4,0.42857142857142855,0.5714285714285714,IV:657361:657871:+,IV:655521:655582:+|IV:657359:657871:+,IV:655633:655706:+|IV:655937:656631:+|IV:656717:657151:+|IV:658008:658346:+,0,1,6,0.14285714285714285,0.8571428571428572,,IV:655396:655531:+,IV:655572:655643:+|IV:655696:655947:+|IV:656621:656727:+|IV:657141:657371:+|IV:657861:658018:+|IV:658336:658604:+,1,2,6,0.3333333333333333,0.6666666666666667,IV:657369:657371:+,IV:655396:655531:+|IV:655572:655579:+,IV:655579:655643:+|IV:655696:655947:+|IV:656621:656727:+|IV:657141:657369:+|IV:657861:658018:+|IV:658336:658604:+,0,1,4,0,0,,,1074,2,142,144,1218,0.11822660098522167,0.8817733990147784,2,7,1074,1083,0.008310249307479225,0.9916897506925207,0,135,0,0,1,0,1,1,0
gene:WBGene00019664,tr_gene:WBGene00019664_2,tr_gene:WBGene00019664_3,6,0,0,1,0,IV:655521:655582:+|IV:655633:655706:+|IV:655937:656631:+|IV:656717:657151:+|IV:657359:657871:+|IV:658008:658346:+,,,0,0,1,0.0,1.0,,,IV:655396:658604:+,6,0,7,0.46153846153846156,0.5384615384615384,IV:655531:655572:+|IV:655643:655696:+|IV:655947:656621:+|IV:656727:657141:+|IV:657369:657861:+|IV:658018:658336:+,,IV:655396:655531:+|IV:655572:655643:+|IV:655696:655947:+|IV:656621:656727:+|IV:657141:657369:+|IV:657861:658018:+|IV:658336:658604:+,0,0,0,6,0,IV:655531:655572:+|IV:655643:655696:+|IV:655947:656621:+|IV:656727:657141:+|IV:657369:657861:+|IV:658018:658336:+,,1216,1992,0,1992,3208,0.6209476309226932,0.37905236907730677,1992,0,1216,3208,0.6209476309226932,0.37905236907730677,0,0,0,1,0,0,0,0,0
gene:WBGene00019719,tr_gene:WBGene00019719_1,tr_gene:WBGene00019719_2,0,2,2,0.5,0.5,,IV:4469009:4469109:-|IV:4469273:4469339:-,IV:4469474:4469728:-|IV:4469832:4470722:-,0,2,3,0.4,0.6,,IV:4468504:4469019:-|IV:4469099:4469283:-,IV:4469329:4469484:-|IV:4469718:4469842:-|IV:4470712:4470824:-,0,3,3,0.5,0.5,,IV:4468504:4469019:-|IV:4469099:4469283:-|IV:4469329:4469335:-,IV:4469335:4469484:-|IV:4469718:4469842:-|IV:4470712:4470824:-,0,2,2,0,0,,,385,0,705,705,1090,0.6467889908256881,0.3532110091743119,0,6,385,391,0.015345268542199489,0.9846547314578005,0,699,0,0,0,1,1,1,0
gene:WBGene00019786,tr_gene:WBGene00019786_1,tr_gene:WBGene00019786_2,1,3,10,0.2857142857142857,0.7142857142857143,IV:2254011:2254210:-,IV:2253186:2253267:-|IV:2253429:2253950:-|IV:2254012:2254210:-,IV:2254323:2254884:-|IV:2254981:2255266:-|IV:2255423:2257074:-|IV:2257321:2257496:-|IV:2257602:2258662:-|IV:2258921:2259591:-|IV:2259669:2259736:-|IV:2259926:2260731:-|IV:2261014:2262150:-|IV:2262365:2263471:-,0,2,12,0.14285714285714285,0.8571428571428572,,IV:2253007:2253196:-|IV:2253257:2253439:-,IV:2253940:2254022:-|IV:2254200:2254333:-|IV:2254874:2254991:-|IV:2255256:2255433:-|IV:2257064:2257331:-|IV:2257486:2257612:-|IV:2258652:2258931:-|IV:2259581:2259679:-|IV:2259726:2259936:-|IV:2260721:2261024:-|IV:2262140:2262375:-|IV:2263461:2263704:-,0,3,12,0.2,0.8,,IV:2253007:2253196:-|IV:2253257:2253439:-|IV:2254021:2254022:-,IV:2253940:2254021:-|IV:2254200:2254333:-|IV:2254874:2254991:-|IV:2255256:2255433:-|IV:2257064:2257331:-|IV:2257486:2257612:-|IV:2258652:2258931:-|IV:2259581:2259679:-|IV:2259726:2259936:-|IV:2260721:2261024:-|IV:2262140:2262375:-|IV:2263461:2263704:-,0,2,11,0,0,,,2269,0,372,372,2641,0.1408557364634608,0.8591442635365392,0,1,2269,2270,0.0004405286343612335,0.9995594713656387,0,371,0,0,0,1,1,1,0
gene:WBGene00019946,tr_gene:WBGene00019946_1,tr_gene:WBGene00019946_2,1,3,1,0.8,0.19999999999999996,IV:4448463:4448649:+,IV:4447418:4447728:+|IV:4448019:4448109:+|IV:4448180:4448337:+,IV:4448825:4449460:+,0,3,2,0.6,0.4,,IV:4447348:4447428:+|IV:4447718:4448029:+|IV:4448099:4448190:+,IV:4448327:4448835:+|IV:4449450:4449897:+,0,4,3,0.5714285714285714,0.4285714285714286,,IV:4447348:4447428:+|IV:4447718:4448029:+|IV:4448099:4448190:+|IV:4448473:4448639:+,IV:4448327:4448473:+|IV:4448639:4448835:+|IV:4449450:4449897:+,0,3,1,0,1,,IV:4448473:4448639:+,789,0,648,648,1437,0.4509394572025052,0.5490605427974948,0,166,789,955,0.17382198952879582,0.8261780104712042,0,482,0,1,1,0,0,0,0
gene:WBGene00019953,tr_gene:WBGene00019953_1,tr_gene:WBGene00019953_2,1,11,1,0.9230769230769231,0.07692307692307687,IV:4445408:4445473:-,IV:4442690:4442761:-|IV:4443074:4443426:-|IV:4443532:4443601:-|IV:4443656:4443730:-|IV:4443942:4444010:-|IV:4444067:4444136:-|IV:4444205:4444276:-|IV:4444726:4444791:-|IV:4444965:4445031:-|IV:4445166:4445235:-|IV:4445414:4445473:-,IV:4445634:4445709:-,0,10,3,0.7692307692307693,0.23076923076923073,,IV:4442398:4442700:-|IV:4442751:4443084:-|IV:4443416:4443542:-|IV:4443591:4443666:-|IV:4443720:4443952:-|IV:4444000:4444077:-|IV:4444126:4444215:-|IV:4444266:4444736:-|IV:4444781:4444975:-|IV:4445021:4445176:-,IV:4445225:4445424:-|IV:4445463:4445644:-|IV:4445699:4445821:-,0,11,3,0.7857142857142857,0.2142857142857143,,IV:4442398:4442700:-|IV:4442751:4443084:-|IV:4443416:4443542:-|IV:4443591:4443666:-|IV:4443720:4443952:-|IV:4444000:4444077:-|IV:4444126:4444215:-|IV:4444266:4444736:-|IV:4444781:4444975:-|IV:4445021:4445176:-|IV:4445418:4445424:-,IV:4445225:4445418:-|IV:4445463:4445644:-|IV:4445699:4445821:-,0,10,2,0,0,,,496,0,2059,2059,2555,0.8058708414872798,0.19412915851272017,0,6,496,502,0.01195219123505976,0.9880478087649402,0,2053,0,0,0,1,1,1,0
gene:WBGene00020682,tr_gene:WBGene00020682_1,tr_gene:WBGene00020682_2,0,2,4,0.3333333333333333,0.6666666666666667,,IV:6914102:6914171:+|IV:6914225:6914819:+,IV:6914835:6915087:+|IV:6915542:6915613:+|IV:6915888:6915957:+|IV:6916165:6916861:+,0,2,5,0.2857142857142857,0.7142857142857143,,IV:6913897:6914112:+|IV:6914161:6914235:+,IV:6914809:6914845:+|IV:6915077:6915552:+|IV:6915603:6915898:+|IV:6915947:6916175:+|IV:6916851:6917110:+,0,3,5,0.375,0.625,,IV:6913897:6914112:+|IV:6914161:6914235:+|IV:6914809:6914810:+,IV:6914810:6914845:+|IV:6915077:6915552:+|IV:6915603:6915898:+|IV:6915947:6916175:+|IV:6916851:6917110:+,0,2,4,0,0,,,1292,0,290,290,1582,0.18331226295828065,0.8166877370417194,0,1,1292,1293,0.0007733952049497294,0.9992266047950503,0,289,0,0,1,0,1,1,0
gene:WBGene00020682,tr_gene:WBGene00020682_1,tr_gene:WBGene00020682_3,0,4,0,1,0,,IV:6914835:6915087:+|IV:6915542:6915613:+|IV:6915888:6915957:+|IV:6916165:6916861:+,,0,0,1,0.0,1.0,,,IV:6913535:6917110:+,0,5,5,0.5,0.5,,IV:6913535:6914810:+|IV:6914845:6915077:+|IV:6915552:6915603:+|IV:6915898:6915947:+|IV:6916175:6916851:+,IV:6914810:6914845:+|IV:6915077:6915552:+|IV:6915603:6915898:+|IV:6915947:6916175:+|IV:6916851:6917110:+,0,0,0,0,4,,IV:6914845:6915077:+|IV:6915552:6915603:+|IV:6915898:6915947:+|IV:6916175:6916851:+,1292,0,2283,2283,3575,0.6386013986013986,0.36139860139860136,0,2283,1292,3575,0.6386013986013986,0.36139860139860136,0,0,0,1,1,0,0,0,0
gene:WBGene00020682,tr_gene:WBGene00020682_1,tr_gene:WBGene00020682_4,0,4,4,0.5,0.5,,IV:6913635:6913702:+|IV:6913833:6913902:+|IV:6914102:6914171:+|IV:6914225:6914819:+,IV:6914835:6915087:+|IV:6915542:6915613:+|IV:6915888:6915957:+|IV:6916165:6916861:+,0,4,5,0.4444444444444444,0.5555555555555556,,IV:6913535:6913645:+|IV:6913692:6913843:+|IV:6913892:6914112:+|IV:6914161:6914235:+,IV:6914809:6914845:+|IV:6915077:6915552:+|IV:6915603:6915898:+|IV:6915947:6916175:+|IV:6916851:6917110:+,0,5,5,0.5,0.5,,IV:6913535:6913645:+|IV:6913692:6913843:+|IV:6913892:6914112:+|IV:6914161:6914235:+|IV:6914809:6914810:+,IV:6914810:6914845:+|IV:6915077:6915552:+|IV:6915603:6915898:+|IV:6915947:6916175:+|IV:6916851:6917110:+,0,4,4,0,0,,,1292,0,556,556,1848,0.3008658008658009,0.699134199134199,0,1,1292,1293,0.0007733952049497294,0.9992266047950503,0,555,0,0,1,0,1,1,0
gene:WBGene00020682,tr_gene:WBGene00020682_2,tr_gene:WBGene00020682_3,0,6,0,1,0,,IV:6914102:6914171:+|IV:6914225:6914819:+|IV:6914835:6915087:+|IV:6915542:6915613:+|IV:6915888:6915957:+|IV:6916165:6916861:+,,0,0,1,0.0,1.0,,,IV:6913535:6917110:+,0,7,7,0.5,0.5,,IV:6913535:6913897:+|IV:6914112:6914161:+|IV:6914235:6914809:+|IV:6914845:6915077:+|IV:6915552:6915603:+|IV:6915898:6915947:+|IV:6916175:6916851:+,IV:6913897:6914112:+|IV:6914161:6914235:+|IV:6914809:6914845:+|IV:6915077:6915552:+|IV:6915603:6915898:+|IV:6915947:6916175:+|IV:6916851:6917110:+,0,0,0,0,6,,IV:6914112:6914161:+|IV:6914235:6914809:+|IV:6914845:6915077:+|IV:6915552:6915603:+|IV:6915898:6915947:+|IV:6916175:6916851:+,1582,0,1993,1993,3575,0.5574825174825175,0.44251748251748246,0,1993,1582,3575,0.5574825174825175,0.44251748251748246,0,0,0,1,1,0,0,0,0
gene:WBGene00020682,tr_gene:WBGene00020682_2,tr_gene:WBGene00020682_4,0,2,6,0.25,0.75,,IV:6913635:6913702:+|IV:6913833:6913902:+,IV:6914102:6914171:+|IV:6914225:6914819:+|IV:6914835:6915087:+|IV:6915542:6915613:+|IV:6915888:6915957:+|IV:6916165:6916861:+,0,2,7,0.2222222222222222,0.7777777777777778,,IV:6913535:6913645:+|IV:6913692:6913843:+,IV:6913892:6914112:+|IV:6914161:6914235:+|IV:6914809:6914845:+|IV:6915077:6915552:+|IV:6915603:6915898:+|IV:6915947:6916175:+|IV:6916851:6917110:+,0,3,7,0.3,0.7,,IV:6913535:6913645:+|IV:6913692:6913843:+|IV:6913892:6913897:+,IV:6913897:6914112:+|IV:6914161:6914235:+|IV:6914809:6914845:+|IV:6915077:6915552:+|IV:6915603:6915898:+|IV:6915947:6916175:+|IV:6916851:6917110:+,0,2,6,0,0,,,1582,0,266,266,1848,0.14393939393939395,0.8560606060606061,0,5,1582,1587,0.00315059861373661,0.9968494013862634,0,261,0,0,1,0,1,1,0
gene:WBGene00020682,tr_gene:WBGene00020682_3,tr_gene:WBGene00020682_4,8,0,0,1,0,IV:6913635:6913702:+|IV:6913833:6913902:+|IV:6914102:6914171:+|IV:6914225:6914819:+|IV:6914835:6915087:+|IV:6915542:6915613:+|IV:6915888:6915957:+|IV:6916165:6916861:+,,,0,0,1,0.0,1.0,,,IV:6913535:6917110:+,8,0,9,0.47058823529411764,0.5294117647058824,IV:6913645:6913692:+|IV:6913843:6913892:+|IV:6914112:6914161:+|IV:6914235:6914809:+|IV:6914845:6915077:+|IV:6915552:6915603:+|IV:6915898:6915947:+|IV:6916175:6916851:+,,IV:6913535:6913645:+|IV:6913692:6913843:+|IV:6913892:6914112:+|IV:6914161:6914235:+|IV:6914809:6914845:+|IV:6915077:6915552:+|IV:6915603:6915898:+|IV:6915947:6916175:+|IV:6916851:6917110:+,0,0,0,8,0,IV:6913645:6913692:+|IV:6913843:6913892:+|IV:6914112:6914161:+|IV:6914235:6914809:+|IV:6914845:6915077:+|IV:6915552:6915603:+|IV:6915898:6915947:+|IV:6916175:6916851:+,,1848,1727,0,1727,3575,0.48307692307692307,0.5169230769230769,1727,0,1848,3575,0.48307692307692307,0.5169230769230769,0,0,0,1,0,0,0,0,0
gene:WBGene00021012,tr_gene:WBGene00021012_1,tr_gene:WBGene00021012_2,1,2,8,0.2727272727272727,0.7272727272727273,IV:514166:514540:-,IV:507137:513845:-|IV:514175:514540:-,IV:514703:515228:-|IV:515302:515998:-|IV:516341:517260:-|IV:517441:517511:-|IV:517659:518646:-|IV:519037:519111:-|IV:519208:519274:-|IV:519337:519405:-,0,1,10,0.09090909090909091,0.9090909090909091,,IV:506739:507147:-,IV:513835:514185:-|IV:514530:514713:-|IV:515218:515312:-|IV:515988:516351:-|IV:517250:517451:-|IV:517501:517669:-|IV:518636:519047:-|IV:519101:519218:-|IV:519264:519347:-|IV:519395:519457:-,0,2,10,0.16666666666666666,0.8333333333333334,,IV:506739:507147:-|IV:514176:514185:-,IV:513835:514176:-|IV:514530:514713:-|IV:515218:515312:-|IV:515988:516351:-|IV:517250:517451:-|IV:517501:517669:-|IV:518636:519047:-|IV:519101:519218:-|IV:519264:519347:-|IV:519395:519457:-,0,1,9,0,0,,,2023,0,417,417,2440,0.1709016393442623,0.8290983606557377,0,9,2023,2032,0.0044291338582677165,0.9955708661417323,0,408,0,0,0,1,1,1,0
gene:WBGene00021286,tr_gene:WBGene00021286_1,tr_gene:WBGene00021286_2,0,2,1,0.6666666666666666,0.33333333333333337,,IV:4386711:4387442:+|IV:4387786:4388191:+,IV:4388545:4388617:+,0,2,2,0.5,0.5,,IV:4386629:4386721:+|IV:4387432:4387796:+,IV:4388181:4388555:+|IV:4388607:4388878:+,0,3,2,0.6,0.4,,IV:4386629:4386721:+|IV:4387432:4387796:+|IV:4388181:4388185:+,IV:4388185:4388555:+|IV:4388607:4388878:+,0,2,1,0,0,,,641,0,460,460,1101,0.4178019981834696,0.5821980018165305,0,4,641,645,0.006201550387596899,0.993798449612403,0,456,0,0,1,0,1,1,0
