,gene_id,ujc_id,transcript_id,num_transcript_in_consol_transcript,num_transcript_id_in_gene,num_consol_transcript_id_in_gene,flag_gene_consolidated
27568,FBgn0262106,tr_FBgn0262106_1,FBtr0309033,1,3,2,1
27569,FBgn0262107,tr_FBgn0262107_3,FBtr0309034,1,3,3,0
27570,FBgn0262107,tr_FBgn0262107_1,FBtr0304032,1,3,3,0
27571,FBgn0262108,tr_FBgn0262108_3,FBtr0304030,1,3,3,0
27572,FBgn0262108,tr_FBgn0262108_2,FBtr0343987,1,3,3,0
27573,FBgn0262109,tr_FBgn0262109_1,FBtr0304059,1,5,5,0
27574,FBgn0262109,tr_FBgn0262109_2,FBtr0309038,1,5,5,0
27575,FBgn0262109,tr_FBgn0262109_4,FBtr0309036,1,5,5,0
27576,FBgn0262109,tr_FBgn0262109_5,FBtr0309037,1,5,5,0
27577,FBgn0262109,tr_FBgn0262109_3,FBtr0309035,1,5,5,0
27578,FBgn0262111,tr_FBgn0262111_9,FBtr0304067,1,9,9,0
27579,FBgn0262111,tr_FBgn0262111_8,FBtr0304062,1,9,9,0
27580,FBgn0262111,tr_FBgn0262111_6,FBtr0304061,1,9,9,0
27581,FBgn0262111,tr_FBgn0262111_7,FBtr0304069,1,9,9,0
27582,FBgn0262111,tr_FBgn0262111_5,FBtr0304064,1,9,9,0
27583,FBgn0262111,tr_FBgn0262111_4,FBtr0304068,1,9,9,0
27584,FBgn0262111,tr_FBgn0262111_3,FBtr0304065,1,9,9,0
27585,FBgn0262111,tr_FBgn0262111_2,FBtr0344942,1,9,9,0
27586,FBgn0262111,tr_FBgn0262111_1,FBtr0304066,1,9,9,0
27587,FBgn0262112,tr_FBgn0262112_1,FBtr0085481,1,1,1,0
27588,FBgn0262114,tr_FBgn0262114_4,FBtr0306247,1,6,5,1
27589,FBgn0262114,tr_FBgn0262114_3,FBtr0100460,1,6,5,1
27590,FBgn0262114,tr_FBgn0262114_5,FBtr0088263,2,6,5,1
27590,FBgn0262114,tr_FBgn0262114_5,FBtr0346961,2,6,5,1
27591,FBgn0262114,tr_FBgn0262114_2,FBtr0088262,1,6,5,1
27592,FBgn0262114,tr_FBgn0262114_1,FBtr0330614,1,6,5,1
27593,FBgn0262115,tr_FBgn0262115_1,FBtr0111298,1,4,4,0
27594,FBgn0262115,tr_FBgn0262115_4,FBtr0111300,1,4,4,0
27595,FBgn0262115,tr_FBgn0262115_2,FBtr0111299,1,4,4,0
27596,FBgn0262115,tr_FBgn0262115_3,FBtr0111301,1,4,4,0
27597,FBgn0262116,tr_FBgn0262116_1,FBtr0111266,2,2,1,1
27597,FBgn0262116,tr_FBgn0262116_1,FBtr0334986,2,2,1,1
27598,FBgn0262117,tr_FBgn0262117_1,FBtr0111268,1,1,1,0
27599,FBgn0262123,tr_FBgn0262123_2,FBtr0114030,1,2,2,0
27600,FBgn0262123,tr_FBgn0262123_1,FBtr0114029,1,2,2,0
27601,FBgn0262124,tr_FBgn0262124_1,FBtr0334938,1,4,4,0
27602,FBgn0262124,tr_FBgn0262124_2,FBtr0346683,1,4,4,0
27603,FBgn0262124,tr_FBgn0262124_3,FBtr0302227,1,4,4,0
27604,FBgn0262124,tr_FBgn0262124_4,FBtr0302226,1,4,4,0
27605,FBgn0262125,tr_FBgn0262125_6,FBtr0330314,1,7,7,0
27606,FBgn0262125,tr_FBgn0262125_2,FBtr0078711,1,7,7,0
27607,FBgn0262125,tr_FBgn0262125_5,FBtr0310266,1,7,7,0
27608,FBgn0262125,tr_FBgn0262125_4,FBtr0309091,1,7,7,0
27609,FBgn0262125,tr_FBgn0262125_7,FBtr0339320,1,7,7,0
27610,FBgn0262125,tr_FBgn0262125_3,FBtr0304794,1,7,7,0
27611,FBgn0262125,tr_FBgn0262125_1,FBtr0078710,1,7,7,0
27612,FBgn0262126,tr_FBgn0262126_1,FBtr0077810,3,3,1,1
27612,FBgn0262126,tr_FBgn0262126_1,FBtr0329964,3,3,1,1
27612,FBgn0262126,tr_FBgn0262126_1,FBtr0329965,3,3,1,1
27613,FBgn0262127,tr_FBgn0262127_1,FBtr0100008,2,2,1,1
27613,FBgn0262127,tr_FBgn0262127_1,FBtr0344383,2,2,1,1
27614,FBgn0262139,tr_FBgn0262139_1,FBtr0304120,2,7,6,1
27614,FBgn0262139,tr_FBgn0262139_1,FBtr0330146,2,7,6,1
27615,FBgn0262139,tr_FBgn0262139_3,FBtr0330147,1,7,6,1
27616,FBgn0262139,tr_FBgn0262139_6,FBtr0333901,1,7,6,1
27617,FBgn0262139,tr_FBgn0262139_2,FBtr0304121,1,7,6,1
27618,FBgn0262139,tr_FBgn0262139_5,FBtr0304122,1,7,6,1
27619,FBgn0262139,tr_FBgn0262139_4,FBtr0333902,1,7,6,1
27620,FBgn0262140,tr_FBgn0262140_1,FBtr0304123,1,1,1,0
27621,FBgn0262141,tr_FBgn0262141_1,FBtr0304124,1,1,1,0
27622,FBgn0262142,tr_FBgn0262142_1,FBtr0343003,1,1,1,0
27623,FBgn0262143,tr_FBgn0262143_1,FBtr0309855,1,1,1,0
27624,FBgn0262144,tr_FBgn0262144_1,FBtr0309854,1,1,1,0
27625,FBgn0262146,tr_FBgn0262146_1,FBtr0304129,2,2,1,1
27625,FBgn0262146,tr_FBgn0262146_1,FBtr0346342,2,2,1,1
27626,FBgn0262148,tr_FBgn0262148_1,FBtr0304139,1,1,1,0
27627,FBgn0262149,tr_FBgn0262149_2,FBtr0304141,1,2,2,0
27628,FBgn0262149,tr_FBgn0262149_1,FBtr0304140,1,2,2,0
27629,FBgn0262150,tr_FBgn0262150_1,FBtr0304142,2,2,1,1
27629,FBgn0262150,tr_FBgn0262150_1,FBtr0342643,2,2,1,1
27630,FBgn0262160,tr_FBgn0262160_4,FBtr0336617,1,4,4,0
27631,FBgn0262160,tr_FBgn0262160_1,FBtr0089956,1,4,4,0
27632,FBgn0262160,tr_FBgn0262160_2,FBtr0336616,1,4,4,0
27633,FBgn0262160,tr_FBgn0262160_3,FBtr0310277,1,4,4,0
27634,FBgn0262166,tr_FBgn0262166_2,FBtr0087246,1,2,2,0
27635,FBgn0262166,tr_FBgn0262166_1,FBtr0087245,1,2,2,0
27636,FBgn0262167,tr_FBgn0262167_1,FBtr0084645,2,2,1,1
27636,FBgn0262167,tr_FBgn0262167_1,FBtr0334335,2,2,1,1
27637,FBgn0262169,tr_FBgn0262169_2,FBtr0088399,1,4,4,0
27638,FBgn0262169,tr_FBgn0262169_3,FBtr0088401,1,4,4,0
27639,FBgn0262169,tr_FBgn0262169_4,FBtr0113062,1,4,4,0
27640,FBgn0262169,tr_FBgn0262169_1,FBtr0088402,1,4,4,0
27641,FBgn0262170,tr_FBgn0262170_1,FBtr0304652,1,1,1,0
27642,FBgn0262351,tr_FBgn0262351_2,FBtr0304634,1,2,2,0
27643,FBgn0262351,tr_FBgn0262351_1,FBtr0304635,1,2,2,0
27644,FBgn0262352,tr_FBgn0262352_1,FBtr0304630,1,1,1,0
27645,FBgn0262354,tr_FBgn0262354_1,FBtr0304632,1,1,1,0
27646,FBgn0262355,tr_FBgn0262355_1,FBtr0343811,1,1,1,0
27647,FBgn0262357,tr_FBgn0262357_1,FBtr0304637,1,1,1,0
27648,FBgn0262358,tr_FBgn0262358_1,FBtr0304638,1,1,1,0
27649,FBgn0262359,tr_FBgn0262359_1,FBtr0304640,2,2,1,1
27649,FBgn0262359,tr_FBgn0262359_1,FBtr0332368,2,2,1,1
27650,FBgn0262361,tr_FBgn0262361_1,FBtr0304642,1,1,1,0
27651,FBgn0262362,tr_FBgn0262362_1,FBtr0304644,1,2,2,0
27652,FBgn0262362,tr_FBgn0262362_2,FBtr0304643,1,2,2,0
27653,FBgn0262363,tr_FBgn0262363_1,FBtr0304645,1,1,1,0
27654,FBgn0262365,tr_FBgn0262365_1,FBtr0304647,1,1,1,0
27655,FBgn0262467,tr_FBgn0262467_1,FBtr0079052,1,1,1,0
27656,FBgn0262473,tr_FBgn0262473_1,FBtr0330155,1,3,2,1
27657,FBgn0262473,tr_FBgn0262473_2,FBtr0085059,2,3,2,1
27657,FBgn0262473,tr_FBgn0262473_2,FBtr0330154,2,3,2,1
27658,FBgn0262475,tr_FBgn0262475_9,FBtr0304856,1,11,11,0
27659,FBgn0262475,tr_FBgn0262475_11,FBtr0304862,1,11,11,0
27660,FBgn0262475,tr_FBgn0262475_10,FBtr0304859,1,11,11,0
27661,FBgn0262475,tr_FBgn0262475_4,FBtr0304858,1,11,11,0
27662,FBgn0262475,tr_FBgn0262475_6,FBtr0332233,1,11,11,0
27663,FBgn0262475,tr_FBgn0262475_7,FBtr0332234,1,11,11,0
27664,FBgn0262475,tr_FBgn0262475_8,FBtr0332232,1,11,11,0
27665,FBgn0262475,tr_FBgn0262475_5,FBtr0304860,1,11,11,0
27666,FBgn0262475,tr_FBgn0262475_3,FBtr0304861,1,11,11,0
27667,FBgn0262475,tr_FBgn0262475_2,FBtr0304864,1,11,11,0
27668,FBgn0262475,tr_FBgn0262475_1,FBtr0304863,1,11,11,0
27669,FBgn0262476,tr_FBgn0262476_1,FBtr0304865,1,2,2,0
27670,FBgn0262476,tr_FBgn0262476_2,FBtr0304867,1,2,2,0
27671,FBgn0262477,tr_FBgn0262477_3,FBtr0304869,1,3,3,0
27672,FBgn0262477,tr_FBgn0262477_1,FBtr0329937,1,3,3,0
27673,FBgn0262477,tr_FBgn0262477_2,FBtr0433516,1,3,3,0
27674,FBgn0262480,tr_FBgn0262480_1,FBtr0304818,1,2,2,0
27675,FBgn0262480,tr_FBgn0262480_2,FBtr0344890,1,2,2,0
27676,FBgn0262481,tr_FBgn0262481_1,FBtr0307055,2,2,1,1
27676,FBgn0262481,tr_FBgn0262481_1,FBtr0340446,2,2,1,1
27677,FBgn0262483,tr_FBgn0262483_8,FBtr0433493,1,9,9,0
27678,FBgn0262483,tr_FBgn0262483_6,FBtr0433497,1,9,9,0
27679,FBgn0262483,tr_FBgn0262483_9,FBtr0433495,1,9,9,0
27680,FBgn0262483,tr_FBgn0262483_7,FBtr0304826,1,9,9,0
27681,FBgn0262483,tr_FBgn0262483_1,FBtr0304827,1,9,9,0
27682,FBgn0262483,tr_FBgn0262483_5,FBtr0433496,1,9,9,0
27683,FBgn0262483,tr_FBgn0262483_3,FBtr0333833,1,9,9,0
27684,FBgn0262483,tr_FBgn0262483_4,FBtr0433494,1,9,9,0
27685,FBgn0262483,tr_FBgn0262483_2,FBtr0333832,1,9,9,0
27686,FBgn0262484,tr_FBgn0262484_1,FBtr0304829,1,1,1,0
27687,FBgn0262485,tr_FBgn0262485_1,FBtr0304838,1,1,1,0
27688,FBgn0262486,tr_FBgn0262486_1,FBtr0304837,1,1,1,0
27689,FBgn0262487,tr_FBgn0262487_1,FBtr0304841,1,1,1,0
27690,FBgn0262508,tr_FBgn0262508_11,FBtr0333113,1,13,12,1
27691,FBgn0262508,tr_FBgn0262508_10,FBtr0333112,1,13,12,1
27692,FBgn0262508,tr_FBgn0262508_8,FBtr0304813,1,13,12,1
27693,FBgn0262508,tr_FBgn0262508_6,FBtr0304810,1,13,12,1
27694,FBgn0262508,tr_FBgn0262508_5,FBtr0304809,1,13,12,1
27695,FBgn0262508,tr_FBgn0262508_7,FBtr0304811,1,13,12,1
27696,FBgn0262508,tr_FBgn0262508_12,FBtr0304815,2,13,12,1
27696,FBgn0262508,tr_FBgn0262508_12,FBtr0340707,2,13,12,1
27697,FBgn0262508,tr_FBgn0262508_9,FBtr0333111,1,13,12,1
27698,FBgn0262508,tr_FBgn0262508_3,FBtr0304807,1,13,12,1
27699,FBgn0262508,tr_FBgn0262508_2,FBtr0304808,1,13,12,1
27700,FBgn0262508,tr_FBgn0262508_4,FBtr0304814,1,13,12,1
27701,FBgn0262508,tr_FBgn0262508_1,FBtr0304812,1,13,12,1
27702,FBgn0262509,tr_FBgn0262509_4,FBtr0304834,1,6,6,0
27703,FBgn0262509,tr_FBgn0262509_3,FBtr0304833,1,6,6,0
27704,FBgn0262509,tr_FBgn0262509_2,FBtr0304831,1,6,6,0
27705,FBgn0262509,tr_FBgn0262509_6,FBtr0333221,1,6,6,0
27706,FBgn0262509,tr_FBgn0262509_1,FBtr0304830,1,6,6,0
27707,FBgn0262509,tr_FBgn0262509_5,FBtr0304836,1,6,6,0
27708,FBgn0262510,tr_FBgn0262510_1,FBtr0305350,1,1,1,0
27709,FBgn0262511,tr_FBgn0262511_3,FBtr0290031,1,5,5,0
27710,FBgn0262511,tr_FBgn0262511_5,FBtr0290032,1,5,5,0
27711,FBgn0262511,tr_FBgn0262511_2,FBtr0087175,1,5,5,0
27712,FBgn0262511,tr_FBgn0262511_1,FBtr0087176,1,5,5,0
27713,FBgn0262511,tr_FBgn0262511_4,FBtr0087173,1,5,5,0
27714,FBgn0262515,tr_FBgn0262515_2,FBtr0088587,1,2,2,0
27715,FBgn0262515,tr_FBgn0262515_1,FBtr0088588,1,2,2,0
27716,FBgn0262516,tr_FBgn0262516_1,FBtr0074952,1,1,1,0
27717,FBgn0262517,tr_FBgn0262517_1,FBtr0074974,1,1,1,0
27718,FBgn0262518,tr_FBgn0262518_1,FBtr0308832,1,3,2,1
27719,FBgn0262518,tr_FBgn0262518_2,FBtr0074921,2,3,2,1
27719,FBgn0262518,tr_FBgn0262518_2,FBtr0308833,2,3,2,1
27720,FBgn0262519,tr_FBgn0262519_2,FBtr0074919,1,4,4,0
27721,FBgn0262519,tr_FBgn0262519_1,FBtr0332152,1,4,4,0
27722,FBgn0262519,tr_FBgn0262519_4,FBtr0302046,1,4,4,0
27723,FBgn0262519,tr_FBgn0262519_3,FBtr0100394,1,4,4,0
27724,FBgn0262524,tr_FBgn0262524_2,FBtr0075960,1,2,2,0
27725,FBgn0262527,tr_FBgn0262527_8,FBtr0301731,1,12,12,0
27726,FBgn0262527,tr_FBgn0262527_12,FBtr0334592,1,12,12,0
27727,FBgn0262527,tr_FBgn0262527_1,FBtr0301726,1,12,12,0
27728,FBgn0262527,tr_FBgn0262527_4,FBtr0309862,1,12,12,0
27729,FBgn0262527,tr_FBgn0262527_2,FBtr0309859,1,12,12,0
27730,FBgn0262527,tr_FBgn0262527_10,FBtr0309860,1,12,12,0
27731,FBgn0262527,tr_FBgn0262527_9,FBtr0301732,1,12,12,0
27732,FBgn0262527,tr_FBgn0262527_6,FBtr0301728,1,12,12,0
27733,FBgn0262527,tr_FBgn0262527_11,FBtr0309863,1,12,12,0
27734,FBgn0262527,tr_FBgn0262527_7,FBtr0301730,1,12,12,0
27735,FBgn0262527,tr_FBgn0262527_3,FBtr0309861,1,12,12,0
27736,FBgn0262527,tr_FBgn0262527_5,FBtr0301727,1,12,12,0
27737,FBgn0262528,tr_FBgn0262528_1,FBtr0304968,1,1,1,0
27738,FBgn0262529,tr_FBgn0262529_1,FBtr0304969,1,1,1,0
27739,FBgn0262530,tr_FBgn0262530_1,FBtr0304970,1,1,1,0
27740,FBgn0262531,tr_FBgn0262531_1,FBtr0304976,2,2,1,1
27740,FBgn0262531,tr_FBgn0262531_1,FBtr0333122,2,2,1,1
27741,FBgn0262532,tr_FBgn0262532_2,FBtr0331812,1,3,3,0
27742,FBgn0262532,tr_FBgn0262532_1,FBtr0304978,1,3,3,0
27743,FBgn0262532,tr_FBgn0262532_3,FBtr0345000,1,3,3,0
27744,FBgn0262533,tr_FBgn0262533_1,FBtr0304979,2,2,1,1
27744,FBgn0262533,tr_FBgn0262533_1,FBtr0345859,2,2,1,1
27745,FBgn0262534,tr_FBgn0262534_1,FBtr0304873,1,1,1,0
27746,FBgn0262535,tr_FBgn0262535_1,FBtr0308636,2,2,1,1
27746,FBgn0262535,tr_FBgn0262535_1,FBtr0340708,2,2,1,1
27747,FBgn0262536,tr_FBgn0262536_1,FBtr0304876,1,1,1,0
27748,FBgn0262537,tr_FBgn0262537_1,FBtr0304881,1,1,1,0
27749,FBgn0262538,tr_FBgn0262538_1,FBtr0304880,1,1,1,0
27750,FBgn0262539,tr_FBgn0262539_1,FBtr0304879,1,1,1,0
27751,FBgn0262540,tr_FBgn0262540_1,FBtr0304878,1,1,1,0
27752,FBgn0262541,tr_FBgn0262541_1,FBtr0304877,1,1,1,0
27753,FBgn0262543,tr_FBgn0262543_2,FBtr0332244,1,2,2,0
27754,FBgn0262547,tr_FBgn0262547_1,FBtr0304888,1,1,1,0
27755,FBgn0262559,tr_FBgn0262559_1,FBtr0083563,1,1,1,0
27756,FBgn0262562,tr_FBgn0262562_1,FBtr0305013,1,7,6,1
27757,FBgn0262562,tr_FBgn0262562_2,FBtr0305012,1,7,6,1
27758,FBgn0262562,tr_FBgn0262562_3,FBtr0344631,1,7,6,1
27759,FBgn0262562,tr_FBgn0262562_6,FBtr0305011,1,7,6,1
27760,FBgn0262562,tr_FBgn0262562_5,FBtr0305010,2,7,6,1
27760,FBgn0262562,tr_FBgn0262562_5,FBtr0330032,2,7,6,1
27761,FBgn0262562,tr_FBgn0262562_4,FBtr0305009,1,7,6,1
27762,FBgn0262564,tr_FBgn0262564_2,FBtr0347234,1,2,2,0
27763,FBgn0262564,tr_FBgn0262564_1,FBtr0347233,1,2,2,0
27764,FBgn0262565,tr_FBgn0262565_1,FBtr0306724,1,1,1,0
27765,FBgn0262566,tr_FBgn0262566_1,FBtr0304889,1,1,1,0
27766,FBgn0262568,tr_FBgn0262568_1,FBtr0304895,1,1,1,0
27767,FBgn0262569,tr_FBgn0262569_1,FBtr0304896,1,1,1,0
27768,FBgn0262570,tr_FBgn0262570_1,FBtr0304897,2,2,1,1
27768,FBgn0262570,tr_FBgn0262570_1,FBtr0345650,2,2,1,1
27769,FBgn0262571,tr_FBgn0262571_1,FBtr0304898,1,1,1,0
27770,FBgn0262574,tr_FBgn0262574_1,FBtr0304945,1,2,2,0
27771,FBgn0262574,tr_FBgn0262574_2,FBtr0339482,1,2,2,0
27772,FBgn0262576,tr_FBgn0262576_1,FBtr0305046,1,1,1,0
27773,FBgn0262579,tr_FBgn0262579_8,FBtr0304998,1,8,8,0
27774,FBgn0262579,tr_FBgn0262579_7,FBtr0333948,1,8,8,0
27775,FBgn0262579,tr_FBgn0262579_6,FBtr0304993,1,8,8,0
27776,FBgn0262579,tr_FBgn0262579_5,FBtr0304996,1,8,8,0
27777,FBgn0262579,tr_FBgn0262579_3,FBtr0304999,1,8,8,0
27778,FBgn0262579,tr_FBgn0262579_4,FBtr0304997,1,8,8,0
27779,FBgn0262579,tr_FBgn0262579_2,FBtr0304995,1,8,8,0
27780,FBgn0262579,tr_FBgn0262579_1,FBtr0304994,1,8,8,0
27781,FBgn0262580,tr_FBgn0262580_1,FBtr0304959,1,1,1,0
27782,FBgn0262582,tr_FBgn0262582_5,FBtr0305029,1,6,6,0
27783,FBgn0262582,tr_FBgn0262582_6,FBtr0334305,1,6,6,0
27784,FBgn0262582,tr_FBgn0262582_4,FBtr0334306,1,6,6,0
27785,FBgn0262582,tr_FBgn0262582_2,FBtr0305027,1,6,6,0
27786,FBgn0262582,tr_FBgn0262582_1,FBtr0305026,1,6,6,0
27787,FBgn0262582,tr_FBgn0262582_3,FBtr0305028,1,6,6,0
27788,FBgn0262583,tr_FBgn0262583_1,FBtr0305124,1,1,1,0
27789,FBgn0262587,tr_FBgn0262587_1,FBtr0305116,1,1,1,0
27790,FBgn0262588,tr_FBgn0262588_1,FBtr0305117,1,1,1,0
27791,FBgn0262592,tr_FBgn0262592_1,FBtr0305199,1,2,2,0
27792,FBgn0262592,tr_FBgn0262592_2,FBtr0305200,1,2,2,0
27793,FBgn0262593,tr_FBgn0262593_10,FBtr0333899,1,10,10,0
27794,FBgn0262593,tr_FBgn0262593_5,FBtr0305202,1,10,10,0
27795,FBgn0262593,tr_FBgn0262593_9,FBtr0333898,1,10,10,0
27796,FBgn0262593,tr_FBgn0262593_6,FBtr0305203,1,10,10,0
27797,FBgn0262593,tr_FBgn0262593_4,FBtr0305201,1,10,10,0
27798,FBgn0262593,tr_FBgn0262593_1,FBtr0305207,1,10,10,0
27799,FBgn0262593,tr_FBgn0262593_3,FBtr0305209,1,10,10,0
27800,FBgn0262593,tr_FBgn0262593_8,FBtr0305206,1,10,10,0
27801,FBgn0262593,tr_FBgn0262593_2,FBtr0305208,1,10,10,0
27802,FBgn0262593,tr_FBgn0262593_7,FBtr0305205,1,10,10,0
27803,FBgn0262594,tr_FBgn0262594_1,FBtr0091804,1,1,1,0
27804,FBgn0262595,tr_FBgn0262595_1,FBtr0091722,1,1,1,0
27805,FBgn0262598,tr_FBgn0262598_1,FBtr0301169,1,2,2,0
27806,FBgn0262598,tr_FBgn0262598_2,FBtr0301170,1,2,2,0
27807,FBgn0262599,tr_FBgn0262599_3,FBtr0332027,1,3,3,0
27808,FBgn0262599,tr_FBgn0262599_2,FBtr0305257,1,3,3,0
27809,FBgn0262599,tr_FBgn0262599_1,FBtr0305258,1,3,3,0
27810,FBgn0262601,tr_FBgn0262601_1,FBtr0304118,1,1,1,0
27811,FBgn0262604,tr_FBgn0262604_2,FBtr0344598,1,2,2,0
27812,FBgn0262604,tr_FBgn0262604_1,FBtr0344597,1,2,2,0
27813,FBgn0262605,tr_FBgn0262605_1,FBtr0305279,1,1,1,0
27814,FBgn0262606,tr_FBgn0262606_1,FBtr0347271,1,1,1,0
27815,FBgn0262607,tr_FBgn0262607_1,FBtr0305281,1,1,1,0
27816,FBgn0262608,tr_FBgn0262608_1,FBtr0305282,2,2,1,1
27816,FBgn0262608,tr_FBgn0262608_1,FBtr0307049,2,2,1,1
27817,FBgn0262609,tr_FBgn0262609_1,FBtr0305283,1,1,1,0
27818,FBgn0262611,tr_FBgn0262611_1,FBtr0305285,1,1,1,0
27819,FBgn0262613,tr_FBgn0262613_1,FBtr0305290,2,2,1,1
27819,FBgn0262613,tr_FBgn0262613_1,FBtr0305291,2,2,1,1
27820,FBgn0262614,tr_FBgn0262614_10,FBtr0310205,1,11,11,0
27821,FBgn0262614,tr_FBgn0262614_3,FBtr0305297,1,11,11,0
27822,FBgn0262614,tr_FBgn0262614_6,FBtr0305295,1,11,11,0
27823,FBgn0262614,tr_FBgn0262614_7,FBtr0305298,1,11,11,0
27824,FBgn0262614,tr_FBgn0262614_11,FBtr0305301,1,11,11,0
27825,FBgn0262614,tr_FBgn0262614_2,FBtr0305296,1,11,11,0
27826,FBgn0262614,tr_FBgn0262614_5,FBtr0305304,1,11,11,0
27827,FBgn0262614,tr_FBgn0262614_4,FBtr0305299,1,11,11,0
27828,FBgn0262614,tr_FBgn0262614_1,FBtr0305294,1,11,11,0
27829,FBgn0262614,tr_FBgn0262614_8,FBtr0305302,1,11,11,0
27830,FBgn0262614,tr_FBgn0262614_9,FBtr0305303,1,11,11,0
27831,FBgn0262617,tr_FBgn0262617_6,FBtr0305354,1,9,9,0
27832,FBgn0262617,tr_FBgn0262617_8,FBtr0305356,1,9,9,0
27833,FBgn0262617,tr_FBgn0262617_9,FBtr0337050,1,9,9,0
27834,FBgn0262617,tr_FBgn0262617_7,FBtr0305351,1,9,9,0
27835,FBgn0262617,tr_FBgn0262617_5,FBtr0337049,1,9,9,0
27836,FBgn0262617,tr_FBgn0262617_3,FBtr0305353,1,9,9,0
27837,FBgn0262617,tr_FBgn0262617_1,FBtr0305352,1,9,9,0
27838,FBgn0262617,tr_FBgn0262617_2,FBtr0305357,1,9,9,0
27839,FBgn0262617,tr_FBgn0262617_4,FBtr0305355,1,9,9,0
27840,FBgn0262619,tr_FBgn0262619_1,FBtr0072132,1,1,1,0
27841,FBgn0262620,tr_FBgn0262620_3,FBtr0342857,1,3,3,0
27842,FBgn0262620,tr_FBgn0262620_2,FBtr0342856,1,3,3,0
27843,FBgn0262620,tr_FBgn0262620_1,FBtr0342855,1,3,3,0
27844,FBgn0262621,tr_FBgn0262621_1,FBtr0305483,1,1,1,0
27845,FBgn0262622,tr_FBgn0262622_1,FBtr0344571,1,2,2,0
27846,FBgn0262622,tr_FBgn0262622_2,FBtr0344572,1,2,2,0
27847,FBgn0262623,tr_FBgn0262623_2,FBtr0344808,1,2,2,0
27848,FBgn0262623,tr_FBgn0262623_1,FBtr0305487,1,2,2,0
27849,FBgn0262624,tr_FBgn0262624_2,FBtr0072836,1,2,2,0
27850,FBgn0262624,tr_FBgn0262624_1,FBtr0072837,1,2,2,0
27851,FBgn0262636,tr_FBgn0262636_3,FBtr0089129,1,4,4,0
27852,FBgn0262636,tr_FBgn0262636_1,FBtr0307044,1,4,4,0
27853,FBgn0262636,tr_FBgn0262636_2,FBtr0089128,1,4,4,0
27854,FBgn0262636,tr_FBgn0262636_4,FBtr0307043,1,4,4,0
27855,FBgn0262647,tr_FBgn0262647_1,FBtr0080199,2,2,1,1
27855,FBgn0262647,tr_FBgn0262647_1,FBtr0343613,2,2,1,1
27856,FBgn0262656,tr_FBgn0262656_1,FBtr0070525,1,2,2,0
27857,FBgn0262656,tr_FBgn0262656_2,FBtr0331605,1,2,2,0
27858,FBgn0262680,tr_FBgn0262680_1,FBtr0347235,1,1,1,0
27859,FBgn0262682,tr_FBgn0262682_1,FBtr0309992,1,1,1,0
27860,FBgn0262683,tr_FBgn0262683_1,FBtr0305602,1,1,1,0
27861,FBgn0262685,tr_FBgn0262685_1,FBtr0305607,1,1,1,0
27862,FBgn0262686,tr_FBgn0262686_1,FBtr0305610,1,1,1,0
27863,FBgn0262687,tr_FBgn0262687_1,FBtr0305608,2,2,1,1
27863,FBgn0262687,tr_FBgn0262687_1,FBtr0343099,2,2,1,1
27864,FBgn0262688,tr_FBgn0262688_1,FBtr0305612,1,1,1,0
27865,FBgn0262689,tr_FBgn0262689_1,FBtr0305611,1,1,1,0
27866,FBgn0262690,tr_FBgn0262690_1,FBtr0305615,1,1,1,0
27867,FBgn0262699,tr_FBgn0262699_1,FBtr0070687,1,2,2,0
27868,FBgn0262699,tr_FBgn0262699_2,FBtr0070686,1,2,2,0
27869,FBgn0262714,tr_FBgn0262714_4,FBtr0075929,1,6,6,0
27870,FBgn0262714,tr_FBgn0262714_3,FBtr0075928,1,6,6,0
27871,FBgn0262714,tr_FBgn0262714_2,FBtr0075927,1,6,6,0
27872,FBgn0262714,tr_FBgn0262714_6,FBtr0332044,1,6,6,0
27873,FBgn0262714,tr_FBgn0262714_5,FBtr0332043,1,6,6,0
27874,FBgn0262714,tr_FBgn0262714_1,FBtr0114506,1,6,6,0
27875,FBgn0262716,tr_FBgn0262716_1,FBtr0076737,2,2,1,1
27875,FBgn0262716,tr_FBgn0262716_1,FBtr0334087,2,2,1,1
27876,FBgn0262717,tr_FBgn0262717_1,FBtr0305663,1,4,3,1
27877,FBgn0262717,tr_FBgn0262717_3,FBtr0305665,2,4,3,1
27877,FBgn0262717,tr_FBgn0262717_3,FBtr0305666,2,4,3,1
27878,FBgn0262717,tr_FBgn0262717_2,FBtr0305664,1,4,3,1
27879,FBgn0262719,tr_FBgn0262719_2,FBtr0308608,1,2,2,0
27880,FBgn0262719,tr_FBgn0262719_1,FBtr0305700,1,2,2,0
27881,FBgn0262721,tr_FBgn0262721_1,FBtr0305706,1,1,1,0
27882,FBgn0262722,tr_FBgn0262722_1,FBtr0347198,1,1,1,0
27883,FBgn0262728,tr_FBgn0262728_1,FBtr0089500,3,3,1,1
27883,FBgn0262728,tr_FBgn0262728_1,FBtr0301509,3,3,1,1
27883,FBgn0262728,tr_FBgn0262728_1,FBtr0346652,3,3,1,1
27884,FBgn0262730,tr_FBgn0262730_1,FBtr0339696,1,4,2,1
27885,FBgn0262730,tr_FBgn0262730_2,FBtr0307164,3,4,2,1
27885,FBgn0262730,tr_FBgn0262730_2,FBtr0307165,3,4,2,1
27885,FBgn0262730,tr_FBgn0262730_2,FBtr0339697,3,4,2,1
27886,FBgn0262731,tr_FBgn0262731_1,FBtr0452090,1,1,1,0
