gene_id,transcript_id,consolidation_transcript_id
gene:WBGene00013103,FLAIR_gene:WBGene00013103_1,tr_gene:WBGene00013103_1
gene:WBGene00013104,FLAIR_gene:WBGene00013104_1,tr_gene:WBGene00013104_1
gene:WBGene00013106,FLAIR_gene:WBGene00013106_1,tr_gene:WBGene00013106_1
gene:WBGene00013109,FLAIR_gene:WBGene00013109_1,tr_gene:WBGene00013109_1
gene:WBGene00013119,FLAIR_gene:WBGene00013119_1,tr_gene:WBGene00013119_1
gene:WBGene00013223,FLAIR_gene:WBGene00013223_1,tr_gene:WBGene00013223_2
gene:WBGene00013223,FLAIR_gene:WBGene00013223_3,tr_gene:WBGene00013223_3
gene:WBGene00013223,FLAIR_gene:WBGene00013223_2,tr_gene:WBGene00013223_1
gene:WBGene00013224,FLAIR_gene:WBGene00013224_1,tr_gene:WBGene00013224_1
gene:WBGene00013289,FLAIR_gene:WBGene00013289_1,tr_gene:WBGene00013289_1
gene:WBGene00013295,FLAIR_gene:WBGene00013295_1,tr_gene:WBGene00013295_1
gene:WBGene00013297,FLAIR_gene:WBGene00013297_1,tr_gene:WBGene00013297_1
gene:WBGene00013301,FLAIR_gene:WBGene00013301_1,tr_gene:WBGene00013301_1
gene:WBGene00013302,FLAIR_gene:WBGene00013302_1,tr_gene:WBGene00013302_1
gene:WBGene00013306,FLAIR_gene:WBGene00013306_1,tr_gene:WBGene00013306_1
gene:WBGene00013307,FLAIR_gene:WBGene00013307_1,tr_gene:WBGene00013307_1
gene:WBGene00013308,FLAIR_gene:WBGene00013308_1,tr_gene:WBGene00013308_1
gene:WBGene00013310,FLAIR_gene:WBGene00013310_1,tr_gene:WBGene00013310_1
gene:WBGene00013311,FLAIR_gene:WBGene00013311_4,tr_gene:WBGene00013311_4
gene:WBGene00013311,FLAIR_gene:WBGene00013311_1,tr_gene:WBGene00013311_2
gene:WBGene00013311,FLAIR_gene:WBGene00013311_3,tr_gene:WBGene00013311_3
gene:WBGene00013311,FLAIR_gene:WBGene00013311_2,tr_gene:WBGene00013311_1
gene:WBGene00013321,FLAIR_gene:WBGene00013321_1,tr_gene:WBGene00013321_1
gene:WBGene00013323,FLAIR_gene:WBGene00013323_2,tr_gene:WBGene00013323_2
gene:WBGene00013323,FLAIR_gene:WBGene00013323_1,tr_gene:WBGene00013323_1
gene:WBGene00013324,FLAIR_gene:WBGene00013324_1,tr_gene:WBGene00013324_1
gene:WBGene00013325,FLAIR_gene:WBGene00013325_1,tr_gene:WBGene00013325_1
gene:WBGene00013329,FLAIR_gene:WBGene00013329_1,tr_gene:WBGene00013329_1
gene:WBGene00013332,FLAIR_gene:WBGene00013332_1,tr_gene:WBGene00013332_1
gene:WBGene00013334,FLAIR_gene:WBGene00013334_1,tr_gene:WBGene00013334_1
gene:WBGene00013373,FLAIR_gene:WBGene00013373_1,tr_gene:WBGene00013373_1
gene:WBGene00013375,FLAIR_gene:WBGene00013375_1,tr_gene:WBGene00013375_1
gene:WBGene00013376,FLAIR_gene:WBGene00013376_1,tr_gene:WBGene00013376_1
gene:WBGene00013378,FLAIR_gene:WBGene00013378_1,tr_gene:WBGene00013378_1
gene:WBGene00013379,FLAIR_gene:WBGene00013379_1,tr_gene:WBGene00013379_1
gene:WBGene00013380,FLAIR_gene:WBGene00013380_1,tr_gene:WBGene00013380_1
gene:WBGene00013381,FLAIR_gene:WBGene00013381_2,tr_gene:WBGene00013381_2
gene:WBGene00013381,FLAIR_gene:WBGene00013381_1,tr_gene:WBGene00013381_1
gene:WBGene00013383,FLAIR_gene:WBGene00013383_1,tr_gene:WBGene00013383_1
gene:WBGene00013418,FLAIR_gene:WBGene00013418_1,tr_gene:WBGene00013418_1
gene:WBGene00013419,FLAIR_gene:WBGene00013419_1,tr_gene:WBGene00013419_1
gene:WBGene00013453,FLAIR_gene:WBGene00013453_1,tr_gene:WBGene00013453_1
gene:WBGene00013460,FLAIR_gene:WBGene00013460_1,tr_gene:WBGene00013460_1
gene:WBGene00013461,FLAIR_gene:WBGene00013461_2,tr_gene:WBGene00013461_1
gene:WBGene00013461,FLAIR_gene:WBGene00013461_1,tr_gene:WBGene00013461_2
gene:WBGene00013462,FLAIR_gene:WBGene00013462_2,tr_gene:WBGene00013462_2
gene:WBGene00013462,FLAIR_gene:WBGene00013462_1,tr_gene:WBGene00013462_1
gene:WBGene00013463,FLAIR_gene:WBGene00013463_1,tr_gene:WBGene00013463_1
gene:WBGene00013464,FLAIR_gene:WBGene00013464_1,tr_gene:WBGene00013464_1
gene:WBGene00013465,FLAIR_gene:WBGene00013465_2,tr_gene:WBGene00013465_2
gene:WBGene00013465,FLAIR_gene:WBGene00013465_1,tr_gene:WBGene00013465_1
gene:WBGene00013477,FLAIR_gene:WBGene00013477_1,tr_gene:WBGene00013477_1
gene:WBGene00013514,FLAIR_gene:WBGene00013514_1,tr_gene:WBGene00013514_1
gene:WBGene00013520,FLAIR_gene:WBGene00013520_1,tr_gene:WBGene00013520_1
gene:WBGene00013522,FLAIR_gene:WBGene00013522_1,tr_gene:WBGene00013522_1
gene:WBGene00013529,FLAIR_gene:WBGene00013529_2,tr_gene:WBGene00013529_2
gene:WBGene00013529,FLAIR_gene:WBGene00013529_1,tr_gene:WBGene00013529_1
gene:WBGene00013530,FLAIR_gene:WBGene00013530_2,tr_gene:WBGene00013530_2
gene:WBGene00013530,FLAIR_gene:WBGene00013530_1,tr_gene:WBGene00013530_1
gene:WBGene00013531,FLAIR_gene:WBGene00013531_1,tr_gene:WBGene00013531_1
gene:WBGene00013532,FLAIR_gene:WBGene00013532_1,tr_gene:WBGene00013532_1
gene:WBGene00013538,FLAIR_gene:WBGene00013538_1,tr_gene:WBGene00013538_1
gene:WBGene00013632,FLAIR_gene:WBGene00013632_1,tr_gene:WBGene00013632_1
gene:WBGene00013633,FLAIR_gene:WBGene00013633_1,tr_gene:WBGene00013633_1
gene:WBGene00013639,FLAIR_gene:WBGene00013639_1,tr_gene:WBGene00013639_1
gene:WBGene00013643,FLAIR_gene:WBGene00013643_1,tr_gene:WBGene00013643_1
gene:WBGene00013647,FLAIR_gene:WBGene00013647_1,tr_gene:WBGene00013647_1
gene:WBGene00013650,FLAIR_gene:WBGene00013650_1,tr_gene:WBGene00013650_1
gene:WBGene00013653,FLAIR_gene:WBGene00013653_1,tr_gene:WBGene00013653_1
gene:WBGene00013654,FLAIR_gene:WBGene00013654_1,tr_gene:WBGene00013654_1
gene:WBGene00013658,FLAIR_gene:WBGene00013658_1,tr_gene:WBGene00013658_1
gene:WBGene00013659,FLAIR_gene:WBGene00013659_1,tr_gene:WBGene00013659_1
gene:WBGene00013790,FLAIR_gene:WBGene00013790_1,tr_gene:WBGene00013790_1
gene:WBGene00013792,FLAIR_gene:WBGene00013792_1,tr_gene:WBGene00013792_1
gene:WBGene00013803,FLAIR_gene:WBGene00013803_1,tr_gene:WBGene00013803_1
gene:WBGene00013804,FLAIR_gene:WBGene00013804_1,tr_gene:WBGene00013804_1
gene:WBGene00013805,FLAIR_gene:WBGene00013805_1,tr_gene:WBGene00013805_1
gene:WBGene00013807,FLAIR_gene:WBGene00013807_2,tr_gene:WBGene00013807_2
gene:WBGene00013807,FLAIR_gene:WBGene00013807_1,tr_gene:WBGene00013807_1
gene:WBGene00013808,FLAIR_gene:WBGene00013808_1,tr_gene:WBGene00013808_1
gene:WBGene00013857,FLAIR_gene:WBGene00013857_2,tr_gene:WBGene00013857_2
gene:WBGene00013857,FLAIR_gene:WBGene00013857_1,tr_gene:WBGene00013857_1
gene:WBGene00013880,FLAIR_gene:WBGene00013880_1,tr_gene:WBGene00013880_1
gene:WBGene00013881,FLAIR_gene:WBGene00013881_1,tr_gene:WBGene00013881_1
gene:WBGene00013882,FLAIR_gene:WBGene00013882_1,tr_gene:WBGene00013882_1
gene:WBGene00013996,FLAIR_gene:WBGene00013996_1,tr_gene:WBGene00013996_1
gene:WBGene00013997,FLAIR_gene:WBGene00013997_1,tr_gene:WBGene00013997_1
gene:WBGene00013998,FLAIR_gene:WBGene00013998_1,tr_gene:WBGene00013998_1
gene:WBGene00014000,FLAIR_gene:WBGene00014000_1,tr_gene:WBGene00014000_1
gene:WBGene00014001,FLAIR_gene:WBGene00014001_1,tr_gene:WBGene00014001_2
gene:WBGene00014001,FLAIR_gene:WBGene00014001_2,tr_gene:WBGene00014001_1
gene:WBGene00014002,FLAIR_gene:WBGene00014002_1,tr_gene:WBGene00014002_1
gene:WBGene00014003,FLAIR_gene:WBGene00014003_1,tr_gene:WBGene00014003_1
gene:WBGene00014004,FLAIR_gene:WBGene00014004_1,tr_gene:WBGene00014004_1
gene:WBGene00014076,FLAIR_gene:WBGene00014076_1,tr_gene:WBGene00014076_1
gene:WBGene00014078,FLAIR_gene:WBGene00014078_1,tr_gene:WBGene00014078_1
gene:WBGene00014079,FLAIR_gene:WBGene00014079_1,tr_gene:WBGene00014079_1
gene:WBGene00014083,FLAIR_gene:WBGene00014083_1,tr_gene:WBGene00014083_1
gene:WBGene00014086,FLAIR_gene:WBGene00014086_1,tr_gene:WBGene00014086_1
gene:WBGene00014087,FLAIR_gene:WBGene00014087_2,tr_gene:WBGene00014087_2
gene:WBGene00014087,FLAIR_gene:WBGene00014087_1,tr_gene:WBGene00014087_1
gene:WBGene00014088,FLAIR_gene:WBGene00014088_1,tr_gene:WBGene00014088_1
gene:WBGene00014090,FLAIR_gene:WBGene00014090_1,tr_gene:WBGene00014090_1
gene:WBGene00014091,FLAIR_gene:WBGene00014091_1,tr_gene:WBGene00014091_1
gene:WBGene00014092,FLAIR_gene:WBGene00014092_1,tr_gene:WBGene00014092_1
gene:WBGene00014095,FLAIR_gene:WBGene00014095_1,tr_gene:WBGene00014095_1
gene:WBGene00014096,FLAIR_gene:WBGene00014096_1,tr_gene:WBGene00014096_1
gene:WBGene00014097,FLAIR_gene:WBGene00014097_1,tr_gene:WBGene00014097_1
gene:WBGene00014135,FLAIR_gene:WBGene00014135_1,tr_gene:WBGene00014135_1
gene:WBGene00014136,FLAIR_gene:WBGene00014136_1,tr_gene:WBGene00014136_1
gene:WBGene00014137,FLAIR_gene:WBGene00014137_1,tr_gene:WBGene00014137_1
gene:WBGene00014138,FLAIR_gene:WBGene00014138_1,tr_gene:WBGene00014138_1
gene:WBGene00014139,FLAIR_gene:WBGene00014139_1,tr_gene:WBGene00014139_1
gene:WBGene00014243,FLAIR_gene:WBGene00014243_1,tr_gene:WBGene00014243_1
gene:WBGene00014669,FLAIR_gene:WBGene00014669_1,tr_gene:WBGene00014669_1
gene:WBGene00015037,FLAIR_gene:WBGene00015037_1,tr_gene:WBGene00015037_1
gene:WBGene00015038,FLAIR_gene:WBGene00015038_1,tr_gene:WBGene00015038_1
gene:WBGene00015047,FLAIR_gene:WBGene00015047_1,tr_gene:WBGene00015047_1
gene:WBGene00015048,FLAIR_gene:WBGene00015048_1,tr_gene:WBGene00015048_1
gene:WBGene00015050,FLAIR_gene:WBGene00015050_1,tr_gene:WBGene00015050_1
gene:WBGene00015052,FLAIR_gene:WBGene00015052_1,tr_gene:WBGene00015052_1
gene:WBGene00015098,FLAIR_gene:WBGene00015098_1,tr_gene:WBGene00015098_1
gene:WBGene00015216,FLAIR_gene:WBGene00015216_1,tr_gene:WBGene00015216_1
gene:WBGene00015217,FLAIR_gene:WBGene00015217_1,tr_gene:WBGene00015217_1
gene:WBGene00015248,FLAIR_gene:WBGene00015248_1,tr_gene:WBGene00015248_1
gene:WBGene00015249,FLAIR_gene:WBGene00015249_1,tr_gene:WBGene00015249_1
gene:WBGene00015250,FLAIR_gene:WBGene00015250_1,tr_gene:WBGene00015250_1
gene:WBGene00015251,FLAIR_gene:WBGene00015251_1,tr_gene:WBGene00015251_1
gene:WBGene00015278,FLAIR_gene:WBGene00015278_1,tr_gene:WBGene00015278_1
gene:WBGene00015279,FLAIR_gene:WBGene00015279_1,tr_gene:WBGene00015279_1
gene:WBGene00015280,FLAIR_gene:WBGene00015280_3,tr_gene:WBGene00015280_3
gene:WBGene00015280,FLAIR_gene:WBGene00015280_4,tr_gene:WBGene00015280_3
gene:WBGene00015280,FLAIR_gene:WBGene00015280_5,tr_gene:WBGene00015280_3
gene:WBGene00015280,FLAIR_gene:WBGene00015280_6,tr_gene:WBGene00015280_4
gene:WBGene00015280,FLAIR_gene:WBGene00015280_1,tr_gene:WBGene00015280_2
gene:WBGene00015280,FLAIR_gene:WBGene00015280_2,tr_gene:WBGene00015280_1
gene:WBGene00015282,FLAIR_gene:WBGene00015282_1,tr_gene:WBGene00015282_1
gene:WBGene00015283,FLAIR_gene:WBGene00015283_1,tr_gene:WBGene00015283_1
gene:WBGene00015284,FLAIR_gene:WBGene00015284_1,tr_gene:WBGene00015284_1
gene:WBGene00015307,FLAIR_gene:WBGene00015307_1,tr_gene:WBGene00015307_1
gene:WBGene00015308,FLAIR_gene:WBGene00015308_1,tr_gene:WBGene00015308_1
gene:WBGene00015310,FLAIR_gene:WBGene00015310_1,tr_gene:WBGene00015310_1
gene:WBGene00015326,FLAIR_gene:WBGene00015326_1,tr_gene:WBGene00015326_1
gene:WBGene00015327,FLAIR_gene:WBGene00015327_1,tr_gene:WBGene00015327_1
gene:WBGene00015329,FLAIR_gene:WBGene00015329_1,tr_gene:WBGene00015329_1
gene:WBGene00015330,FLAIR_gene:WBGene00015330_1,tr_gene:WBGene00015330_1
gene:WBGene00015413,FLAIR_gene:WBGene00015413_1,tr_gene:WBGene00015413_1
gene:WBGene00015497,FLAIR_gene:WBGene00015497_1,tr_gene:WBGene00015497_1
gene:WBGene00015508,FLAIR_gene:WBGene00015508_1,tr_gene:WBGene00015508_1
gene:WBGene00015509,FLAIR_gene:WBGene00015509_1,tr_gene:WBGene00015509_1
gene:WBGene00015509,FLAIR_gene:WBGene00015509_2,tr_gene:WBGene00015509_2
gene:WBGene00015510,FLAIR_gene:WBGene00015510_1,tr_gene:WBGene00015510_1
gene:WBGene00015538,FLAIR_gene:WBGene00015538_3,tr_gene:WBGene00015538_3
gene:WBGene00015538,FLAIR_gene:WBGene00015538_2,tr_gene:WBGene00015538_2
gene:WBGene00015538,FLAIR_gene:WBGene00015538_1,tr_gene:WBGene00015538_1
gene:WBGene00015539,FLAIR_gene:WBGene00015539_1,tr_gene:WBGene00015539_1
gene:WBGene00015540,FLAIR_gene:WBGene00015540_2,tr_gene:WBGene00015540_2
gene:WBGene00015540,FLAIR_gene:WBGene00015540_1,tr_gene:WBGene00015540_1
gene:WBGene00015551,FLAIR_gene:WBGene00015551_2,tr_gene:WBGene00015551_2
gene:WBGene00015551,FLAIR_gene:WBGene00015551_1,tr_gene:WBGene00015551_1
gene:WBGene00015552,FLAIR_gene:WBGene00015552_1,tr_gene:WBGene00015552_1
gene:WBGene00015553,FLAIR_gene:WBGene00015553_1,tr_gene:WBGene00015553_1
gene:WBGene00015554,FLAIR_gene:WBGene00015554_1,tr_gene:WBGene00015554_1
gene:WBGene00015555,FLAIR_gene:WBGene00015555_1,tr_gene:WBGene00015555_1
gene:WBGene00015619,FLAIR_gene:WBGene00015619_1,tr_gene:WBGene00015619_1
gene:WBGene00015650,FLAIR_gene:WBGene00015650_1,tr_gene:WBGene00015650_1
gene:WBGene00015658,FLAIR_gene:WBGene00015658_1,tr_gene:WBGene00015658_1
gene:WBGene00015702,FLAIR_gene:WBGene00015702_1,tr_gene:WBGene00015702_1
gene:WBGene00015703,FLAIR_gene:WBGene00015703_1,tr_gene:WBGene00015703_1
gene:WBGene00015927,FLAIR_gene:WBGene00015927_1,tr_gene:WBGene00015927_1
gene:WBGene00015928,FLAIR_gene:WBGene00015928_1,tr_gene:WBGene00015928_1
gene:WBGene00015930,FLAIR_gene:WBGene00015930_1,tr_gene:WBGene00015930_1
gene:WBGene00015933,FLAIR_gene:WBGene00015933_1,tr_gene:WBGene00015933_1
gene:WBGene00015936,FLAIR_gene:WBGene00015936_1,tr_gene:WBGene00015936_1
gene:WBGene00015938,FLAIR_gene:WBGene00015938_1,tr_gene:WBGene00015938_1
gene:WBGene00016023,FLAIR_gene:WBGene00016023_1,tr_gene:WBGene00016023_1
gene:WBGene00016027,FLAIR_gene:WBGene00016027_1,tr_gene:WBGene00016027_2
gene:WBGene00016027,FLAIR_gene:WBGene00016027_3,tr_gene:WBGene00016027_3
gene:WBGene00016027,FLAIR_gene:WBGene00016027_2,tr_gene:WBGene00016027_1
gene:WBGene00016055,FLAIR_gene:WBGene00016055_1,tr_gene:WBGene00016055_1
gene:WBGene00016056,FLAIR_gene:WBGene00016056_1,tr_gene:WBGene00016056_1
gene:WBGene00016057,FLAIR_gene:WBGene00016057_1,tr_gene:WBGene00016057_1
gene:WBGene00016084,FLAIR_gene:WBGene00016084_1,tr_gene:WBGene00016084_1
gene:WBGene00016124,FLAIR_gene:WBGene00016124_1,tr_gene:WBGene00016124_1
gene:WBGene00016128,FLAIR_gene:WBGene00016128_1,tr_gene:WBGene00016128_1
gene:WBGene00016129,FLAIR_gene:WBGene00016129_1,tr_gene:WBGene00016129_1
gene:WBGene00016178,FLAIR_gene:WBGene00016178_1,tr_gene:WBGene00016178_1
gene:WBGene00016182,FLAIR_gene:WBGene00016182_1,tr_gene:WBGene00016182_1
gene:WBGene00016289,FLAIR_gene:WBGene00016289_1,tr_gene:WBGene00016289_1
gene:WBGene00016291,FLAIR_gene:WBGene00016291_2,tr_gene:WBGene00016291_2
gene:WBGene00016291,FLAIR_gene:WBGene00016291_1,tr_gene:WBGene00016291_1
gene:WBGene00016373,FLAIR_gene:WBGene00016373_1,tr_gene:WBGene00016373_1
gene:WBGene00016374,FLAIR_gene:WBGene00016374_1,tr_gene:WBGene00016374_1
gene:WBGene00016375,FLAIR_gene:WBGene00016375_1,tr_gene:WBGene00016375_1
gene:WBGene00016376,FLAIR_gene:WBGene00016376_1,tr_gene:WBGene00016376_1
gene:WBGene00016378,FLAIR_gene:WBGene00016378_1,tr_gene:WBGene00016378_1
gene:WBGene00016379,FLAIR_gene:WBGene00016379_1,tr_gene:WBGene00016379_1
gene:WBGene00016380,FLAIR_gene:WBGene00016380_1,tr_gene:WBGene00016380_1
gene:WBGene00016381,FLAIR_gene:WBGene00016381_1,tr_gene:WBGene00016381_1
gene:WBGene00016381,FLAIR_gene:WBGene00016381_2,tr_gene:WBGene00016381_2
gene:WBGene00016383,FLAIR_gene:WBGene00016383_1,tr_gene:WBGene00016383_1
gene:WBGene00016384,FLAIR_gene:WBGene00016384_1,tr_gene:WBGene00016384_1
gene:WBGene00016400,FLAIR_gene:WBGene00016400_1,tr_gene:WBGene00016400_1
gene:WBGene00016402,FLAIR_gene:WBGene00016402_1,tr_gene:WBGene00016402_1
gene:WBGene00016403,FLAIR_gene:WBGene00016403_1,tr_gene:WBGene00016403_1
gene:WBGene00016404,FLAIR_gene:WBGene00016404_1,tr_gene:WBGene00016404_1
gene:WBGene00016405,FLAIR_gene:WBGene00016405_2,tr_gene:WBGene00016405_2
gene:WBGene00016405,FLAIR_gene:WBGene00016405_1,tr_gene:WBGene00016405_1
gene:WBGene00016424,FLAIR_gene:WBGene00016424_1,tr_gene:WBGene00016424_1
gene:WBGene00016425,FLAIR_gene:WBGene00016425_1,tr_gene:WBGene00016425_1
gene:WBGene00016432,FLAIR_gene:WBGene00016432_1,tr_gene:WBGene00016432_1
gene:WBGene00016434,FLAIR_gene:WBGene00016434_1,tr_gene:WBGene00016434_1
gene:WBGene00016435,FLAIR_gene:WBGene00016435_1,tr_gene:WBGene00016435_1
gene:WBGene00016542,FLAIR_gene:WBGene00016542_1,tr_gene:WBGene00016542_1
gene:WBGene00016582,FLAIR_gene:WBGene00016582_1,tr_gene:WBGene00016582_1
gene:WBGene00016583,FLAIR_gene:WBGene00016583_1,tr_gene:WBGene00016583_1
gene:WBGene00016585,FLAIR_gene:WBGene00016585_1,tr_gene:WBGene00016585_1
gene:WBGene00016586,FLAIR_gene:WBGene00016586_1,tr_gene:WBGene00016586_1
gene:WBGene00016588,FLAIR_gene:WBGene00016588_1,tr_gene:WBGene00016588_1
gene:WBGene00016589,FLAIR_gene:WBGene00016589_2,tr_gene:WBGene00016589_2
gene:WBGene00016589,FLAIR_gene:WBGene00016589_1,tr_gene:WBGene00016589_1
gene:WBGene00016590,FLAIR_gene:WBGene00016590_1,tr_gene:WBGene00016590_1
gene:WBGene00016591,FLAIR_gene:WBGene00016591_1,tr_gene:WBGene00016591_1
gene:WBGene00016592,FLAIR_gene:WBGene00016592_1,tr_gene:WBGene00016592_1
gene:WBGene00016594,FLAIR_gene:WBGene00016594_1,tr_gene:WBGene00016594_1
gene:WBGene00016610,FLAIR_gene:WBGene00016610_1,tr_gene:WBGene00016610_1
gene:WBGene00016611,FLAIR_gene:WBGene00016611_1,tr_gene:WBGene00016611_1
gene:WBGene00016636,FLAIR_gene:WBGene00016636_1,tr_gene:WBGene00016636_1
gene:WBGene00016638,FLAIR_gene:WBGene00016638_1,tr_gene:WBGene00016638_1
gene:WBGene00016664,FLAIR_gene:WBGene00016664_1,tr_gene:WBGene00016664_1
gene:WBGene00016701,FLAIR_gene:WBGene00016701_1,tr_gene:WBGene00016701_1
gene:WBGene00016702,FLAIR_gene:WBGene00016702_1,tr_gene:WBGene00016702_1
gene:WBGene00016703,FLAIR_gene:WBGene00016703_1,tr_gene:WBGene00016703_1
gene:WBGene00016721,FLAIR_gene:WBGene00016721_1,tr_gene:WBGene00016721_1
gene:WBGene00016722,FLAIR_gene:WBGene00016722_1,tr_gene:WBGene00016722_1
gene:WBGene00016739,FLAIR_gene:WBGene00016739_1,tr_gene:WBGene00016739_1
gene:WBGene00016758,FLAIR_gene:WBGene00016758_1,tr_gene:WBGene00016758_1
gene:WBGene00016759,FLAIR_gene:WBGene00016759_1,tr_gene:WBGene00016759_1
gene:WBGene00016760,FLAIR_gene:WBGene00016760_1,tr_gene:WBGene00016760_1
gene:WBGene00016763,FLAIR_gene:WBGene00016763_1,tr_gene:WBGene00016763_1
gene:WBGene00016764,FLAIR_gene:WBGene00016764_1,tr_gene:WBGene00016764_1
gene:WBGene00016767,FLAIR_gene:WBGene00016767_1,tr_gene:WBGene00016767_1
gene:WBGene00016769,FLAIR_gene:WBGene00016769_1,tr_gene:WBGene00016769_1
gene:WBGene00016790,FLAIR_gene:WBGene00016790_1,tr_gene:WBGene00016790_1
gene:WBGene00016791,FLAIR_gene:WBGene00016791_1,tr_gene:WBGene00016791_1
gene:WBGene00016792,FLAIR_gene:WBGene00016792_1,tr_gene:WBGene00016792_1
gene:WBGene00016792,FLAIR_gene:WBGene00016792_2,tr_gene:WBGene00016792_2
gene:WBGene00016793,FLAIR_gene:WBGene00016793_1,tr_gene:WBGene00016793_1
gene:WBGene00016794,FLAIR_gene:WBGene00016794_1,tr_gene:WBGene00016794_1
gene:WBGene00016796,FLAIR_gene:WBGene00016796_1,tr_gene:WBGene00016796_1
gene:WBGene00016797,FLAIR_gene:WBGene00016797_1,tr_gene:WBGene00016797_1
gene:WBGene00016844,FLAIR_gene:WBGene00016844_1,tr_gene:WBGene00016844_1
gene:WBGene00016848,FLAIR_gene:WBGene00016848_1,tr_gene:WBGene00016848_1
gene:WBGene00016877,FLAIR_gene:WBGene00016877_1,tr_gene:WBGene00016877_1
gene:WBGene00016918,FLAIR_gene:WBGene00016918_1,tr_gene:WBGene00016918_1
gene:WBGene00016920,FLAIR_gene:WBGene00016920_1,tr_gene:WBGene00016920_1
gene:WBGene00016953,FLAIR_gene:WBGene00016953_1,tr_gene:WBGene00016953_1
gene:WBGene00016955,FLAIR_gene:WBGene00016955_1,tr_gene:WBGene00016955_1
gene:WBGene00016957,FLAIR_gene:WBGene00016957_1,tr_gene:WBGene00016957_1
gene:WBGene00017053,FLAIR_gene:WBGene00017053_1,tr_gene:WBGene00017053_1
gene:WBGene00017054,FLAIR_gene:WBGene00017054_1,tr_gene:WBGene00017054_1
gene:WBGene00017069,FLAIR_gene:WBGene00017069_1,tr_gene:WBGene00017069_1
gene:WBGene00017070,FLAIR_gene:WBGene00017070_1,tr_gene:WBGene00017070_1
gene:WBGene00017071,FLAIR_gene:WBGene00017071_1,tr_gene:WBGene00017071_1
gene:WBGene00017074,FLAIR_gene:WBGene00017074_1,tr_gene:WBGene00017074_1
gene:WBGene00017075,FLAIR_gene:WBGene00017075_1,tr_gene:WBGene00017075_1
gene:WBGene00017079,FLAIR_gene:WBGene00017079_1,tr_gene:WBGene00017079_1
gene:WBGene00017119,FLAIR_gene:WBGene00017119_1,tr_gene:WBGene00017119_1
gene:WBGene00017121,FLAIR_gene:WBGene00017121_1,tr_gene:WBGene00017121_1
gene:WBGene00017237,FLAIR_gene:WBGene00017237_1,tr_gene:WBGene00017237_1
gene:WBGene00017238,FLAIR_gene:WBGene00017238_1,tr_gene:WBGene00017238_1
gene:WBGene00017417,FLAIR_gene:WBGene00017417_1,tr_gene:WBGene00017417_1
gene:WBGene00017480,FLAIR_gene:WBGene00017480_1,tr_gene:WBGene00017480_1
gene:WBGene00017481,FLAIR_gene:WBGene00017481_1,tr_gene:WBGene00017481_1
gene:WBGene00017482,FLAIR_gene:WBGene00017482_1,tr_gene:WBGene00017482_1
gene:WBGene00017483,FLAIR_gene:WBGene00017483_1,tr_gene:WBGene00017483_1
gene:WBGene00017484,FLAIR_gene:WBGene00017484_1,tr_gene:WBGene00017484_1
gene:WBGene00017485,FLAIR_gene:WBGene00017485_1,tr_gene:WBGene00017485_1
gene:WBGene00017487,FLAIR_gene:WBGene00017487_1,tr_gene:WBGene00017487_1
gene:WBGene00017539,FLAIR_gene:WBGene00017539_1,tr_gene:WBGene00017539_1
gene:WBGene00017541,FLAIR_gene:WBGene00017541_1,tr_gene:WBGene00017541_1
gene:WBGene00017541,FLAIR_gene:WBGene00017541_2,tr_gene:WBGene00017541_2
gene:WBGene00017574,FLAIR_gene:WBGene00017574_2,tr_gene:WBGene00017574_2
gene:WBGene00017574,FLAIR_gene:WBGene00017574_1,tr_gene:WBGene00017574_1
gene:WBGene00017578,FLAIR_gene:WBGene00017578_1,tr_gene:WBGene00017578_1
gene:WBGene00017591,FLAIR_gene:WBGene00017591_1,tr_gene:WBGene00017591_1
gene:WBGene00017592,FLAIR_gene:WBGene00017592_1,tr_gene:WBGene00017592_1
gene:WBGene00017594,FLAIR_gene:WBGene00017594_1,tr_gene:WBGene00017594_1
gene:WBGene00017641,FLAIR_gene:WBGene00017641_2,tr_gene:WBGene00017641_2
gene:WBGene00017641,FLAIR_gene:WBGene00017641_1,tr_gene:WBGene00017641_1
gene:WBGene00017642,FLAIR_gene:WBGene00017642_1,tr_gene:WBGene00017642_1
gene:WBGene00017643,FLAIR_gene:WBGene00017643_1,tr_gene:WBGene00017643_1
gene:WBGene00017644,FLAIR_gene:WBGene00017644_1,tr_gene:WBGene00017644_1
gene:WBGene00017901,FLAIR_gene:WBGene00017901_1,tr_gene:WBGene00017901_1
gene:WBGene00017919,FLAIR_gene:WBGene00017919_1,tr_gene:WBGene00017919_1
gene:WBGene00017920,FLAIR_gene:WBGene00017920_1,tr_gene:WBGene00017920_1
gene:WBGene00017923,FLAIR_gene:WBGene00017923_1,tr_gene:WBGene00017923_1
gene:WBGene00017924,FLAIR_gene:WBGene00017924_1,tr_gene:WBGene00017924_1
gene:WBGene00017925,FLAIR_gene:WBGene00017925_1,tr_gene:WBGene00017925_1
gene:WBGene00017926,FLAIR_gene:WBGene00017926_1,tr_gene:WBGene00017926_1
gene:WBGene00017928,FLAIR_gene:WBGene00017928_1,tr_gene:WBGene00017928_1
gene:WBGene00017929,FLAIR_gene:WBGene00017929_2,tr_gene:WBGene00017929_2
gene:WBGene00017929,FLAIR_gene:WBGene00017929_1,tr_gene:WBGene00017929_1
