ujc_id,num_xscripts,junction_string
tr3R_7097683_7123738_28047,1,3R:7098483:7098555:-|3R:7098732:7098826:-|3R:7099522:7101137:-|3R:7101497:7101599:-|3R:7102097:7118958:-|3R:7119048:7119462:-|3R:7120882:7120942:-|3R:7121138:7121275:-|3R:7121753:7123640:-
tr3R_7097683_7123738_28048,1,3R:7098483:7098555:-|3R:7098732:7098826:-|3R:7099522:7101137:-|3R:7101497:7101599:-|3R:7102097:7118958:-|3R:7119048:7119435:-|3R:7120882:7120942:-|3R:7121138:7121275:-|3R:7121753:7123640:-
tr3R_7097683_7124185_28107,1,3R:7098483:7098555:-|3R:7098732:7098826:-|3R:7099522:7101137:-|3R:7101497:7101599:-|3R:7102097:7118958:-|3R:7119048:7119462:-|3R:7120882:7120942:-|3R:7121138:7121275:-|3R:7121753:7123904:-
tr3R_7097683_7124185_28108,1,3R:7098483:7098555:-|3R:7098732:7098826:-|3R:7099522:7101137:-|3R:7101497:7101599:-|3R:7102097:7118958:-|3R:7119048:7119435:-|3R:7120882:7120942:-|3R:7121138:7121275:-|3R:7121753:7123904:-
tr3R_7097683_7124185_28109,1,3R:7098483:7098555:-|3R:7098732:7098826:-|3R:7100545:7101137:-|3R:7101497:7101599:-|3R:7102097:7118958:-|3R:7119048:7119462:-|3R:7120882:7120942:-|3R:7121138:7121275:-|3R:7121753:7123904:-
tr2L_21237250_21256186_26883,1,2L:21237346:21238281:+|2L:21238565:21253555:+|2L:21255313:21255538:+|2L:21255828:21255897:+
tr2L_21237250_21258196_27313,1,2L:21237346:21238281:+|2L:21238565:21253555:+|2L:21255313:21255538:+|2L:21255828:21255897:+|2L:21256046:21256946:+|2L:21257048:21257103:+|2L:21257257:21257746:+
tr2L_21237250_21259675_27572,1,2L:21237420:21238281:+|2L:21238565:21253555:+|2L:21255313:21255538:+|2L:21255828:21255897:+|2L:21256046:21256946:+|2L:21257048:21257103:+|2L:21257257:21257746:+
tr2L_21237250_21259675_27573,1,2L:21237404:21238281:+|2L:21238565:21253555:+|2L:21255313:21255538:+|2L:21255828:21255897:+|2L:21256046:21256946:+|2L:21257048:21257103:+|2L:21257257:21257746:+
tr3L_1517851_1523380_20308,1,3L:1517956:1518390:+|3L:1518796:1519947:+|3L:1520763:1521134:+|3L:1522458:1522522:+|3L:1522644:1522707:+
tr3L_1517851_1523380_20309,1,3L:1517956:1518214:+|3L:1518796:1519947:+|3L:1520763:1521134:+|3L:1522458:1522522:+|3L:1522644:1522707:+
tr3L_1517600_1523380_20621,1,3L:1517755:1517987:+|3L:1518052:1518177:+|3L:1518796:1519947:+|3L:1520763:1521134:+|3L:1522458:1522522:+|3L:1522644:1522707:+
tr3L_1517600_1523380_20622,2,3L:1517956:1518177:+|3L:1518796:1519947:+|3L:1520763:1521134:+|3L:1522458:1522522:+|3L:1522644:1522707:+
tr3L_1517600_1523380_20623,1,3L:1517755:1518177:+|3L:1518796:1519947:+|3L:1520763:1521134:+|3L:1522458:1522522:+|3L:1522644:1522707:+
tr3L_1517500_1523380_20758,1,3L:1517599:1518177:+|3L:1518796:1519947:+|3L:1520763:1521134:+|3L:1522458:1522522:+|3L:1522644:1522707:+
tr3L_1502843_1523380_27251,1,3L:1502981:1518177:+|3L:1518796:1519947:+|3L:1520763:1521134:+|3L:1522458:1522522:+|3L:1522644:1522707:+
trX_13783714_13807627_27768,1,X:13784276:13785707:+|X:13785952:13801679:+|X:13801773:13801902:+|X:13802008:13802067:+|X:13802171:13802237:+|X:13802338:13802592:+|X:13802769:13802848:+|X:13803267:13803326:+|X:13803850:13803909:+|X:13804050:13804123:+|X:13804227:13804294:+|X:13804421:13805452:+|X:13805643:13806532:+
trX_13783714_13811493_28267,1,X:13784189:13785707:+|X:13785952:13801679:+|X:13801773:13801902:+|X:13802008:13802067:+|X:13802171:13802237:+|X:13802338:13802592:+|X:13802769:13802848:+|X:13803267:13803326:+|X:13803850:13803909:+|X:13804050:13804123:+|X:13804227:13804294:+|X:13804421:13805452:+|X:13805475:13806532:+|X:13806664:13808370:+
trX_13783714_13811493_28268,1,X:13784276:13785707:+|X:13785952:13801679:+|X:13801773:13801902:+|X:13802008:13802067:+|X:13802171:13802237:+|X:13802338:13802592:+|X:13802769:13802848:+|X:13803267:13803326:+|X:13803850:13803909:+|X:13804050:13804123:+|X:13804227:13804294:+|X:13804421:13805452:+|X:13805475:13806532:+|X:13806664:13809281:+
trX_13783714_13811493_28269,1,X:13784276:13785707:+|X:13785952:13801679:+|X:13801773:13801902:+|X:13802008:13802067:+|X:13802171:13802237:+|X:13802338:13802592:+|X:13802769:13802848:+|X:13803267:13803326:+|X:13803850:13803909:+|X:13804050:13804123:+|X:13804227:13804294:+|X:13804421:13805452:+|X:13805475:13806532:+|X:13806664:13808370:+|X:13808494:13808794:+
trX_13783714_13811493_28270,1,X:13784276:13785707:+|X:13785952:13801679:+|X:13801773:13801902:+|X:13802008:13802067:+|X:13802171:13802237:+|X:13802338:13802592:+|X:13802769:13802848:+|X:13803267:13803326:+|X:13803850:13803909:+|X:13804050:13804123:+|X:13804227:13804294:+|X:13804421:13806532:+|X:13806664:13809281:+
trX_13783714_13811493_28271,1,X:13784276:13785707:+|X:13785952:13801679:+|X:13801773:13801902:+|X:13802008:13802067:+|X:13802171:13802237:+|X:13802338:13802592:+|X:13802769:13802848:+|X:13803267:13803326:+|X:13803850:13803909:+|X:13804050:13804123:+|X:13804227:13804294:+|X:13804421:13806532:+|X:13806664:13808370:+
trX_16679297_16681784_13951,1,X:16679626:16679770:+|X:16679910:16679985:+
tr3L_21382501_21424061_29376,1,3L:21383084:21419607:+|3L:21419797:21419859:+|3L:21420170:21420251:+|3L:21420362:21420441:+|3L:21420689:21421568:+
tr3L_21382501_21424061_29377,1,3L:21383084:21411530:+|3L:21411578:21419607:+|3L:21419797:21419859:+|3L:21420170:21420251:+|3L:21420362:21420441:+|3L:21420689:21421568:+
tr3L_21382501_21424061_29378,1,3L:21383084:21419607:+|3L:21419797:21419859:+|3L:21420170:21420251:+|3L:21420362:21420465:+|3L:21420689:21421568:+
tr3L_21382501_21424416_29400,1,3L:21383084:21411530:+|3L:21411578:21419607:+|3L:21419797:21419859:+|3L:21420170:21420251:+|3L:21420362:21420465:+|3L:21420689:21421568:+
trX_9359850_9495899_31064,1,X:9360534:9360606:-|X:9360853:9360933:-|X:9363119:9363181:-|X:9363493:9363557:-|X:9365061:9365126:-|X:9365532:9365592:-|X:9365803:9365878:-|X:9371538:9371619:-|X:9373937:9375004:-|X:9375258:9375357:-|X:9375629:9382610:-|X:9382741:9383207:-|X:9383365:9471999:-|X:9473266:9495674:-
trX_9359850_9496189_31067,1,X:9360534:9360606:-|X:9360853:9360933:-|X:9363119:9363181:-|X:9363493:9363557:-|X:9365061:9365126:-|X:9365532:9365592:-|X:9365803:9365878:-|X:9371538:9371619:-|X:9373937:9375004:-|X:9375258:9375357:-|X:9375629:9382610:-|X:9382741:9383207:-|X:9383365:9471999:-|X:9472657:9495976:-
trX_9359850_9500129_31077,1,X:9360534:9360606:-|X:9360853:9360933:-|X:9363119:9363181:-|X:9363493:9363557:-|X:9365061:9365126:-|X:9365532:9365592:-|X:9365803:9365878:-|X:9371538:9371619:-|X:9373937:9375004:-|X:9375258:9375357:-|X:9375629:9382610:-|X:9382741:9383207:-|X:9383365:9471999:-|X:9472657:9499886:-
trX_9358496_9500129_31080,1,X:9360534:9360606:-|X:9360853:9360933:-|X:9363119:9363181:-|X:9363493:9363557:-|X:9365061:9365126:-|X:9365532:9365592:-|X:9365803:9365878:-|X:9371538:9371619:-|X:9373937:9375004:-|X:9375258:9375357:-|X:9375629:9382610:-|X:9382741:9383207:-|X:9383365:9471999:-|X:9472657:9499874:-
tr3R_5706740_5712837_21005,1,3R:5707941:5708021:+|3R:5708182:5708499:+|3R:5709386:5709442:+|3R:5709584:5709644:+|3R:5710236:5710294:+|3R:5710863:5710931:+
tr3R_5702577_5712837_24095,1,3R:5702927:5707184:+|3R:5707941:5708021:+|3R:5708182:5708499:+|3R:5709386:5709442:+|3R:5709584:5709644:+|3R:5710236:5710294:+|3R:5710863:5710931:+
tr3R_5702577_5712837_24096,1,3R:5702927:5707184:+|3R:5707941:5708499:+|3R:5709386:5709442:+|3R:5709584:5709644:+|3R:5710236:5710294:+|3R:5710863:5710931:+
tr3R_5685855_5712837_28171,1,3R:5686270:5687041:+|3R:5687369:5697027:+|3R:5697485:5707184:+|3R:5707941:5708021:+|3R:5708182:5708499:+|3R:5709386:5709442:+|3R:5709584:5709644:+|3R:5710236:5710294:+|3R:5710863:5710931:+
tr3R_5685855_5712837_28172,1,3R:5686270:5686789:+|3R:5687369:5697027:+|3R:5697485:5707184:+|3R:5707941:5708499:+|3R:5709386:5709442:+|3R:5709584:5709644:+|3R:5710236:5710294:+|3R:5710863:5710931:+
tr3R_18950196_18976557_28089,1,3R:18950603:18958362:+|3R:18959924:18969419:+|3R:18969596:18969682:+|3R:18969708:18969769:+|3R:18969977:18970075:+|3R:18970288:18970631:+|3R:18970848:18971290:+|3R:18971416:18971487:+|3R:18971588:18971784:+|3R:18972212:18972277:+|3R:18972680:18972750:+|3R:18972919:18972982:+|3R:18973159:18974991:+|3R:18975170:18975458:+
tr3R_18929196_18976437_29672,1,3R:18929564:18931144:+|3R:18931387:18937528:+|3R:18937640:18943053:+|3R:18943115:18947291:+|3R:18948007:18969419:+|3R:18969596:18969682:+|3R:18969708:18969769:+|3R:18969977:18970075:+|3R:18970288:18970631:+|3R:18970848:18971290:+|3R:18971416:18971487:+|3R:18971588:18971784:+|3R:18972212:18972277:+|3R:18972680:18972750:+|3R:18972919:18972982:+|3R:18973159:18974991:+|3R:18975170:18975243:+|3R:18975281:18975458:+
tr3R_18929196_18976437_29673,1,3R:18929564:18931144:+|3R:18931387:18937523:+|3R:18937640:18943053:+|3R:18943115:18947291:+|3R:18948007:18969419:+|3R:18969596:18969682:+|3R:18969708:18969769:+|3R:18969977:18970075:+|3R:18970288:18970631:+|3R:18970848:18971290:+|3R:18971416:18971487:+|3R:18971588:18971784:+|3R:18972212:18972277:+|3R:18972680:18972750:+|3R:18972919:18972982:+|3R:18973159:18974991:+|3R:18975170:18975458:+
tr3R_18929196_18978088_29779,1,3R:18929564:18931144:+|3R:18931387:18937528:+|3R:18937640:18943053:+|3R:18943115:18947291:+|3R:18948007:18968452:+|3R:18968550:18969419:+|3R:18969596:18969682:+|3R:18969708:18969769:+|3R:18969977:18970075:+|3R:18970288:18970631:+|3R:18970848:18971290:+|3R:18971416:18971487:+|3R:18971588:18971784:+|3R:18972212:18972277:+|3R:18972680:18972750:+|3R:18972919:18972982:+|3R:18973159:18974991:+|3R:18975170:18975458:+
tr2L_11988735_11989882_6967,1,monoexon_11988735_11989882
tr2R_8737370_8737790_1614,1,monoexon_8737370_8737790
tr2L_15266029_15270324_18435,1,2L:15266526:15266596:-|2L:15266734:15266796:-|2L:15267019:15267145:-|2L:15267287:15267353:-|2L:15267467:15267530:-|2L:15267700:15267763:-|2L:15267933:15267996:-|2L:15268757:15268821:-|2L:15269204:15269374:-
tr2L_15266029_15271628_20409,1,2L:15266526:15266596:-|2L:15266734:15266796:-|2L:15267019:15267145:-|2L:15267287:15267353:-|2L:15267467:15267530:-|2L:15267700:15267763:-|2L:15267933:15267996:-|2L:15268757:15268821:-|2L:15269204:15270905:-|2L:15271143:15271203:-
tr2L_15266029_15272024_20886,1,2L:15266526:15266596:-|2L:15266734:15266796:-|2L:15267019:15267145:-|2L:15267287:15267353:-|2L:15267467:15267530:-|2L:15267700:15267763:-|2L:15267933:15267996:-|2L:15268757:15268821:-|2L:15269204:15270905:-|2L:15271143:15271834:-
tr2L_15265245_15272024_21729,1,2L:15266526:15266596:-|2L:15266734:15266796:-|2L:15267019:15267145:-|2L:15267287:15267353:-|2L:15267467:15267530:-|2L:15267700:15267763:-|2L:15267933:15267996:-|2L:15268757:15268821:-|2L:15269204:15270905:-|2L:15271143:15271323:-
tr2R_14270729_14275495_19218,2,2R:14271270:14271338:+|2R:14271498:14271559:+|2R:14271728:14271788:+|2R:14272390:14272443:+|2R:14273309:14273365:+|2R:14273459:14273529:+|2R:14274416:14274479:+
tr2R_14268772_14270658_11335,1,monoexon_14268772_14270658
tr2R_14268772_14270658_11336,1,2R:14270174:14270541:-
tr3L_4170404_4173789_16589,1,3L:4170792:4171214:+|3L:4171477:4172225:+|3L:4172910:4172968:+|3L:4173276:4173338:+
tr2R_14230611_14235449_19342,1,2R:14230838:14230895:-|2R:14231099:14231160:-|2R:14231244:14231308:-|2R:14231426:14231492:-|2R:14231964:14232716:-|2R:14232903:14232965:-|2R:14233129:14233188:-|2R:14233561:14233617:-|2R:14234206:14234268:-|2R:14234342:14234693:-|2R:14234828:14234890:-|2R:14235187:14235286:-
tr2R_14230611_14235449_19343,1,2R:14230838:14230895:-|2R:14231099:14231160:-|2R:14231244:14231308:-|2R:14231426:14231492:-|2R:14231964:14232716:-|2R:14232903:14232965:-|2R:14233129:14233188:-|2R:14233561:14233617:-|2R:14234206:14234268:-|2R:14234342:14234443:-|2R:14234559:14234693:-|2R:14234828:14234890:-|2R:14235187:14235286:-
tr2R_14230611_14235449_19344,1,2R:14230838:14230895:-|2R:14231099:14231160:-|2R:14231244:14231308:-|2R:14231426:14231492:-|2R:14231964:14232725:-|2R:14232903:14232965:-|2R:14233129:14233188:-|2R:14233561:14233617:-|2R:14234206:14234268:-|2R:14234342:14234443:-|2R:14234559:14234693:-|2R:14234828:14234890:-|2R:14235187:14235286:-
tr2R_14230611_14235449_19345,1,2R:14230838:14230895:-|2R:14231099:14231160:-|2R:14231244:14231308:-|2R:14231426:14231492:-|2R:14231964:14232725:-|2R:14232903:14232965:-|2R:14233129:14233188:-|2R:14233561:14233617:-|2R:14234206:14234268:-|2R:14234342:14234693:-|2R:14234828:14234890:-|2R:14235187:14235286:-
tr2R_14230611_14235449_19346,1,2R:14230838:14230895:-|2R:14231099:14231160:-|2R:14231244:14231308:-|2R:14231426:14231492:-|2R:14232903:14232965:-|2R:14233129:14233188:-|2R:14233561:14233617:-|2R:14234206:14234268:-|2R:14234342:14234693:-|2R:14234828:14234890:-|2R:14235187:14235286:-
trX_11152484_11153574_6583,1,X:11153360:11153488:-
trX_11152484_11153802_8152,1,X:11153360:11153617:-
trX_11152484_11153827_8297,1,X:11153360:11153617:-|X:11153705:11153788:-
trX_11152484_11153990_9258,1,X:11153360:11153617:-|X:11153827:11153893:-
tr2L_16695524_16699926_18618,1,2L:16695676:16696585:+|2L:16696762:16697501:+|2L:16697643:16698139:+|2L:16698348:16698962:+
tr2L_16685390_16699926_25834,1,2L:16685941:16690902:+|2L:16691192:16691901:+|2L:16692124:16696585:+|2L:16696762:16697501:+|2L:16697643:16698139:+|2L:16698348:16698962:+
tr2L_16680054_16699926_27130,1,2L:16680276:16690902:+|2L:16691192:16691901:+|2L:16692124:16696585:+|2L:16696762:16697501:+|2L:16697643:16698139:+|2L:16698348:16698962:+
tr2L_16680054_16699926_27131,1,2L:16680276:16684498:+|2L:16684607:16690902:+|2L:16691192:16691901:+|2L:16692124:16696585:+|2L:16696762:16697501:+|2L:16697643:16698139:+|2L:16698348:16698962:+
tr2L_16680054_16699926_27132,1,2L:16680276:16690902:+|2L:16691192:16696585:+|2L:16696762:16697501:+|2L:16697643:16698139:+|2L:16698348:16698962:+
tr3R_22411301_22417802_21430,1,3R:22411637:22412649:+|3R:22412850:22412910:+|3R:22413279:22413361:+|3R:22413457:22413520:+|3R:22414277:22414543:+
tr3R_22411301_22419051_22564,1,3R:22411637:22412649:+|3R:22412850:22412910:+|3R:22413279:22413361:+|3R:22413457:22413520:+|3R:22414277:22418109:+
tr3L_19793935_19798979_19639,1,3L:19794159:19794674:+|3L:19794699:19794902:+|3L:19796392:19796453:+|3L:19797258:19797328:+|3L:19797719:19797780:+|3L:19797906:19798133:+|3L:19798300:19798374:+
tr3L_19793935_19798979_19640,1,3L:19794159:19794564:+|3L:19794699:19794902:+|3L:19796392:19796453:+|3L:19797258:19797328:+|3L:19797719:19797780:+|3L:19797906:19798133:+|3L:19798300:19798374:+
tr3L_19793935_19798979_19641,1,3L:19794159:19794899:+|3L:19796392:19796453:+|3L:19797258:19797328:+|3L:19797719:19797780:+|3L:19797906:19798133:+|3L:19798300:19798374:+
tr3L_19793935_19798979_19642,1,3L:19794159:19794224:+|3L:19794325:19794899:+|3L:19796392:19796453:+|3L:19797258:19797328:+|3L:19797719:19797780:+|3L:19797906:19798133:+|3L:19798300:19798374:+
trX_6986486_6987188_3737,1,monoexon_6986486_6987188
tr3R_19139054_19147910_23371,3,3R:19141643:19141881:-|3R:19142018:19142088:-|3R:19142273:19145481:-|3R:19145924:19147135:-
tr3R_16268329_16272415_18039,1,3R:16268870:16268937:-|3R:16269340:16269400:-|3R:16270640:16270697:-|3R:16270807:16270861:-|3R:16272239:16272296:-
tr3R_25592985_25609127_26220,1,3R:25593081:25593135:-|3R:25593365:25593453:-|3R:25593531:25593586:-|3R:25593750:25608728:-|3R:25608798:25608865:-|3R:25608904:25608969:-
tr3R_25591502_25609127_26591,1,3R:25591763:25591818:-|3R:25592291:25592354:-|3R:25592376:25592583:-|3R:25592658:25592721:-|3R:25592885:25608728:-|3R:25608798:25608865:-|3R:25608904:25608969:-
tr3R_25591502_25609127_26592,1,3R:25591763:25591818:-|3R:25592291:25592583:-|3R:25592658:25592721:-|3R:25592885:25608728:-|3R:25608798:25608865:-|3R:25608904:25608969:-
tr3R_25591502_25609127_26593,1,3R:25591763:25591818:-|3R:25592110:25592583:-|3R:25592658:25592721:-|3R:25592885:25608728:-|3R:25608798:25608865:-|3R:25608904:25608969:-
tr3R_28806702_28807501_4560,1,3R:28806971:28807033:+|3R:28807203:28807257:+
tr3R_8204195_8204830_3165,1,3R:8204717:8204772:-
tr3R_11144346_11145235_5215,1,3R:11145027:11145092:-
tr2R_16466709_16467522_4675,1,2R:16466945:16467023:+|2R:16467199:16467256:+
tr2R_16468209_16468934_3940,1,2R:16468466:16468523:+|2R:16468699:16468755:+
tr3L_17719193_17719854_3387,1,3L:17719366:17719420:-
tr3L_19690033_19695260_19883,1,3L:19691656:19691809:-|3L:19691958:19692265:-|3L:19692377:19692983:-|3L:19693094:19694973:-|3L:19695042:19695165:-
tr3L_19690033_19695260_19884,1,3L:19691656:19691809:-|3L:19691958:19692721:-|3L:19692851:19692983:-|3L:19693094:19694973:-|3L:19695042:19695165:-
tr3L_19690033_19695260_19885,1,3L:19691656:19691809:-|3L:19691958:19692721:-|3L:19692851:19692983:-|3L:19693094:19693500:-|3L:19693571:19694973:-|3L:19695042:19695165:-
tr2L_18673363_18675094_10517,1,2L:18673626:18673684:-|2L:18674060:18674114:-|2L:18674277:18674342:-
tr3L_11708979_11710570_9741,1,3L:11709435:11709499:+
tr3R_10780965_10782267_8015,1,3R:10781633:10781688:-|3R:10781854:10781908:-|3R:10782063:10782134:-
tr2L_18007935_18008962_6189,1,monoexon_18007935_18008962
tr2L_18007935_18008962_6190,2,monoexon_18007935_18008962
tr3L_19719527_19791041_30498,1,3L:19722174:19722262:-|3L:19722426:19722521:-|3L:19722749:19722815:-|3L:19723121:19723191:-|3L:19723356:19723474:-|3L:19723806:19723868:-|3L:19724158:19724279:-|3L:19724439:19724516:-|3L:19724687:19724757:-|3L:19724979:19725052:-|3L:19725206:19725281:-|3L:19725493:19726121:-|3L:19726186:19726310:-|3L:19726507:19726648:-|3L:19726873:19780040:-|3L:19780279:19789964:-|3L:19790254:19790884:-
tr3L_19719527_19793569_30542,1,3L:19722174:19722262:-|3L:19722426:19722521:-|3L:19722749:19722815:-|3L:19723121:19723191:-|3L:19723356:19723474:-|3L:19723806:19723868:-|3L:19724158:19724279:-|3L:19724439:19724516:-|3L:19724687:19724757:-|3L:19724979:19725052:-|3L:19725206:19725281:-|3L:19725493:19726121:-|3L:19726186:19726310:-|3L:19726507:19726648:-|3L:19726873:19780040:-|3L:19780279:19789964:-|3L:19790254:19793454:-
tr3L_19719527_19793569_30543,1,3L:19722174:19722262:-|3L:19722426:19722521:-|3L:19722749:19722815:-|3L:19723121:19723191:-|3L:19723356:19723474:-|3L:19723806:19723868:-|3L:19724158:19724279:-|3L:19724439:19724516:-|3L:19724687:19724757:-|3L:19724979:19725052:-|3L:19725206:19725281:-|3L:19725493:19726121:-|3L:19726186:19726310:-|3L:19726507:19726648:-|3L:19726873:19780040:-|3L:19780279:19789964:-|3L:19790254:19791448:-|3L:19791610:19793454:-
tr3L_19745834_19749744_17728,1,3L:19747423:19747564:-|3L:19748414:19749116:-
tr2R_23064769_23067183_13694,1,2R:23065815:23065880:+|2R:23065975:23066037:+|2R:23066774:23066837:+
tr2R_24668411_24669330_5444,2,2R:24668680:24668737:-|2R:24669096:24669152:-
tr3R_10782563_10784092_9388,1,3R:10783030:10783086:-|3R:10783366:10783424:-|3R:10783771:10783834:-
tr3L_11708979_11710570_9742,1,3L:11709435:11709499:+
trX_5738663_5746375_22537,1,X:5743912:5744356:-|X:5744699:5746203:-
trX_5738663_5747254_23209,1,X:5743912:5746772:-
trX_5738663_5747254_23210,1,X:5743912:5744356:-|X:5744699:5746772:-
trX_5738663_5747254_23211,1,X:5743912:5744356:-|X:5744699:5747102:-
trX_5738663_5747254_23212,1,X:5743912:5747102:-
tr2R_7590119_7592669_14194,1,2R:7590461:7590568:+|2R:7590882:7590946:+|2R:7591873:7591938:+|2R:7592303:7592362:+
tr2R_7590202_7595242_19634,1,2R:7590461:7590568:+|2R:7590882:7590946:+|2R:7591425:7591507:+|2R:7591873:7591938:+|2R:7592303:7592362:+|2R:7592533:7592695:+|2R:7592833:7592901:+|2R:7593077:7593139:+|2R:7593360:7593418:+|2R:7593781:7593895:+|2R:7594193:7594257:+
tr2R_7590119_7595242_19737,1,2R:7590461:7590568:+|2R:7590882:7590946:+|2R:7591873:7591938:+|2R:7592303:7592362:+|2R:7592533:7592695:+|2R:7592833:7592901:+|2R:7593077:7593139:+|2R:7593360:7593418:+|2R:7593781:7593895:+|2R:7594193:7594257:+
trUnmapped_Scaffold_8_D1580_D1567_3093_3576_1951,1,Unmapped_Scaffold_8_D1580_D1567:3185:3244:-
tr2R_4817261_4824319_21976,1,2R:4817730:4817785:-|2R:4817934:4817998:-|2R:4818143:4818209:-|2R:4819229:4819288:-|2R:4819936:4824111:-
tr2R_4815426_4824319_23385,1,2R:4817730:4817785:-|2R:4817934:4817998:-|2R:4818143:4818209:-|2R:4819229:4819288:-|2R:4819936:4823905:-
tr3R_7534229_7536390_12644,1,3R:7534716:7534802:-|3R:7535535:7535733:-|3R:7535883:7535946:-|3R:7536219:7536284:-
tr3R_7533496_7536390_15241,1,3R:7534716:7534802:-|3R:7535535:7535733:-|3R:7535883:7535946:-|3R:7536222:7536284:-
tr2R_20994900_20996118_7481,1,2R:20994993:20995103:+|2R:20995308:20995446:+
tr3R_31122527_31123415_5206,1,monoexon_31122527_31123415
tr2L_19051790_19053681_11369,2,2L:19052217:19052279:+
tr2R_7500147_7508237_22819,1,2R:7500508:7500911:+|2R:7501724:7501790:+|2R:7502028:7502102:+|2R:7502590:7502644:+|2R:7502737:7502802:+|2R:7503028:7503172:+|2R:7503195:7503649:+|2R:7503762:7503829:+|2R:7504715:7504775:+|2R:7505301:7505364:+|2R:7505499:7505649:+|2R:7505746:7505839:+|2R:7506019:7506077:+|2R:7506589:7506655:+|2R:7506786:7506849:+|2R:7507377:7507436:+|2R:7507660:7507715:+
tr2R_7500147_7508237_22820,1,2R:7500508:7500911:+|2R:7501724:7501790:+|2R:7502028:7502102:+|2R:7502590:7502644:+|2R:7502737:7502802:+|2R:7503028:7503649:+|2R:7503762:7503829:+|2R:7504715:7504775:+|2R:7505301:7505364:+|2R:7505499:7505839:+|2R:7506019:7506077:+|2R:7506589:7506655:+|2R:7506786:7506849:+|2R:7507377:7507436:+|2R:7507660:7507715:+
tr2R_7500147_7508625_23132,1,2R:7500508:7500911:+|2R:7501724:7501790:+|2R:7502028:7502102:+|2R:7502590:7502644:+|2R:7502737:7502802:+|2R:7503028:7503649:+|2R:7503762:7503829:+|2R:7504715:7504775:+|2R:7505301:7505364:+|2R:7505499:7505649:+|2R:7505746:7505839:+|2R:7506019:7506077:+|2R:7506589:7506655:+|2R:7506786:7506849:+|2R:7507377:7507436:+|2R:7507660:7507715:+
trY_9833_10786_5666,1,monoexon_9833_10786
tr3L_17820493_17822834_13397,1,3L:17821011:17821172:-|3L:17821778:17821844:-|3L:17821980:17822034:-|3L:17822372:17822514:-|3L:17822689:17822741:-
tr3L_17818073_17820193_12457,1,3L:17818283:17818349:-|3L:17819230:17819287:-|3L:17819423:17819479:-|3L:17819820:17819880:-|3L:17820046:17820115:-
tr2R_5307288_5329495_27538,1,2R:5307352:5307473:+|2R:5307652:5316269:+|2R:5316479:5320008:+|2R:5320191:5320248:+|2R:5320316:5320419:+|2R:5320615:5325804:+|2R:5325999:5326063:+|2R:5327791:5327848:+|2R:5328028:5329010:+
tr2R_5307288_5329495_27539,1,2R:5307352:5307414:+|2R:5307652:5316269:+|2R:5316479:5320008:+|2R:5320191:5320248:+|2R:5320316:5320419:+|2R:5320615:5325804:+|2R:5325999:5326063:+|2R:5327791:5327848:+|2R:5328028:5329010:+
tr2R_5307288_5329555_27549,1,2R:5307652:5316269:+|2R:5316479:5320008:+|2R:5320191:5320248:+|2R:5320316:5320419:+|2R:5320615:5325804:+|2R:5325999:5326063:+|2R:5327791:5327848:+|2R:5328028:5329010:+
tr2R_5363253_5367357_18080,1,2R:5363495:5364271:+|2R:5364375:5364455:+|2R:5364576:5364651:+|2R:5365205:5365291:+|2R:5365560:5365620:+|2R:5366092:5366469:+|2R:5366737:5366804:+
tr2R_5363253_5367357_18081,1,2R:5363495:5364210:+|2R:5364375:5364455:+|2R:5364576:5364651:+|2R:5365205:5365291:+|2R:5365560:5365620:+|2R:5366092:5366469:+|2R:5366737:5366804:+
tr3R_4345015_4346646_9951,1,3R:4345783:4345849:-
tr3R_4227387_4229238_11165,1,3R:4228092:4228148:-|3R:4228421:4228480:-|3R:4228634:4228728:-|3R:4228988:4229045:-
tr2L_8364855_8365663_4632,1,2L:8364979:8365040:+|2L:8365104:8365153:+|2L:8365328:8365389:+
tr2R_19391863_19395971_18089,1,2R:19392578:19392639:-|2R:19392789:19392846:-|2R:19394443:19395687:-|2R:19395777:19395911:-
tr2R_19391863_19395971_18090,1,2R:19392578:19392639:-|2R:19392789:19392846:-|2R:19394443:19395687:-
tr2R_19391863_19395971_18091,1,2R:19392578:19392639:-|2R:19392789:19392846:-|2R:19394443:19395687:-|2R:19395777:19395865:-
trX_1217949_1236684_26828,1,X:1221595:1222485:-|X:1223012:1223088:-|X:1223360:1223436:-|X:1223554:1223623:-|X:1223874:1223936:-|X:1224163:1225434:-|X:1225528:1226105:-|X:1226282:1233803:-|X:1234279:1236445:-
trX_1215714_1235053_26966,3,X:1221595:1222485:-|X:1223012:1223088:-|X:1223360:1223436:-|X:1223554:1223623:-|X:1223874:1223936:-|X:1224163:1225434:-|X:1225528:1226105:-|X:1226282:1233803:-|X:1234279:1234754:-
trX_1217083_1236684_27056,2,X:1221595:1222749:-|X:1223012:1223088:-|X:1223360:1223436:-|X:1223554:1223623:-|X:1223874:1223936:-|X:1224163:1225434:-|X:1225528:1226105:-|X:1226282:1233803:-|X:1234276:1236445:-
trX_1217083_1236684_27057,1,X:1221595:1222644:-|X:1223012:1223088:-|X:1223360:1223436:-|X:1223554:1223623:-|X:1223874:1223936:-|X:1224163:1225434:-|X:1225528:1226105:-|X:1226282:1233803:-|X:1234279:1236434:-
