transcript_id,input_gene_id,output_gene_id
FBtr0304694,FBtr0304694,XLOC_003963
FBtr0087647,FBtr0087647,XLOC_005620
FBtr0087648,FBtr0087648,XLOC_005620
FBtr0304696,FBtr0304696,XLOC_005620
FBtr0304697,FBtr0304697,XLOC_005620
FBtr0087632,FBtr0087632,XLOC_003964
FBtr0087634,FBtr0087634,XLOC_003965
FBtr0087633,FBtr0087633,XLOC_003965
FBtr0339950,FBtr0339950,XLOC_003965
FBtr0087635,FBtr0087635,XLOC_003965
FBtr0087636,FBtr0087636,XLOC_003965
FBtr0339951,FBtr0339951,XLOC_003965
FBtr0345801,FBtr0345801,XLOC_005621
FBtr0087646,FBtr0087646,XLOC_005621
FBtr0087637,FBtr0087637,XLOC_003966
FBtr0087638,FBtr0087638,XLOC_003967
FBtr0087645,FBtr0087645,XLOC_005622
FBtr0331382,FBtr0331382,XLOC_003968
FBtr0087640,FBtr0087640,XLOC_003969
FBtr0087643,FBtr0087643,XLOC_005623
FBtr0087644,FBtr0087644,XLOC_005623
FBtr0087642,FBtr0087642,XLOC_005624
FBtr0339952,FBtr0339952,XLOC_003970
FBtr0087641,FBtr0087641,XLOC_005625
FBtr0087585,FBtr0087585,XLOC_003971
FBtr0339954,FBtr0339954,XLOC_005626
FBtr0087622,FBtr0087622,XLOC_005626
FBtr0339953,FBtr0339953,XLOC_003972
FBtr0087586,FBtr0087586,XLOC_003972
FBtr0304851,FBtr0304851,XLOC_005627
FBtr0087620,FBtr0087620,XLOC_005627
FBtr0087621,FBtr0087621,XLOC_005627
FBtr0301593,FBtr0301593,XLOC_005627
FBtr0301964,FBtr0301964,XLOC_005627
FBtr0304847,FBtr0304847,XLOC_005627
FBtr0304848,FBtr0304848,XLOC_005627
FBtr0304852,FBtr0304852,XLOC_005627
FBtr0087618,FBtr0087618,XLOC_005627
FBtr0087619,FBtr0087619,XLOC_005627
FBtr0273225,FBtr0273225,XLOC_005627
FBtr0273226,FBtr0273226,XLOC_005627
FBtr0301592,FBtr0301592,XLOC_005627
FBtr0087616,FBtr0087616,XLOC_005627
FBtr0087617,FBtr0087617,XLOC_005627
FBtr0273222,FBtr0273222,XLOC_005627
FBtr0273223,FBtr0273223,XLOC_005627
FBtr0273224,FBtr0273224,XLOC_005627
FBtr0301591,FBtr0301591,XLOC_005627
FBtr0304849,FBtr0304849,XLOC_005627
FBtr0304850,FBtr0304850,XLOC_005627
FBtr0304853,FBtr0304853,XLOC_005627
FBtr0087615,FBtr0087615,XLOC_005628
FBtr0305592,FBtr0305592,XLOC_005629
FBtr0087612,FBtr0087612,XLOC_005629
FBtr0087614,FBtr0087614,XLOC_005629
FBtr0087613,FBtr0087613,XLOC_005629
FBtr0100285,FBtr0100285,XLOC_003973
FBtr0100452,FBtr0100452,XLOC_003973
FBtr0100451,FBtr0100451,XLOC_003973
FBtr0100453,FBtr0100453,XLOC_003973
FBtr0114495,FBtr0114495,XLOC_005630
FBtr0339958,FBtr0339958,XLOC_005630
FBtr0087611,FBtr0087611,XLOC_005630
FBtr0114494,FBtr0114494,XLOC_005630
FBtr0087610,FBtr0087610,XLOC_005630
FBtr0114493,FBtr0114493,XLOC_005630
FBtr0087592,FBtr0087592,XLOC_003974
FBtr0087593,FBtr0087593,XLOC_003974
FBtr0304022,FBtr0304022,XLOC_003974
FBtr0304021,FBtr0304021,XLOC_003974
FBtr0339955,FBtr0339955,XLOC_003974
FBtr0087594,FBtr0087594,XLOC_003975
FBtr0087609,FBtr0087609,XLOC_005631
FBtr0345649,FBtr0345649,XLOC_005631
FBtr0345648,FBtr0345648,XLOC_005632
FBtr0087608,FBtr0087608,XLOC_005632
FBtr0303989,FBtr0303989,XLOC_005633
FBtr0339957,FBtr0339957,XLOC_005633
FBtr0303990,FBtr0303990,XLOC_005633
FBtr0303991,FBtr0303991,XLOC_005633
FBtr0087606,FBtr0087606,XLOC_005634
FBtr0330625,FBtr0330625,XLOC_003976
FBtr0087595,FBtr0087595,XLOC_003976
FBtr0330626,FBtr0330626,XLOC_005635
FBtr0087603,FBtr0087603,XLOC_005635
FBtr0330627,FBtr0330627,XLOC_005635
FBtr0087605,FBtr0087605,XLOC_005635
FBtr0087604,FBtr0087604,XLOC_005635
FBtr0087596,FBtr0087596,XLOC_003977
FBtr0309640,FBtr0309640,XLOC_005636
FBtr0087597,FBtr0087597,XLOC_003977
FBtr0339956,FBtr0339956,XLOC_003977
FBtr0087599,FBtr0087599,XLOC_003978
FBtr0087598,FBtr0087598,XLOC_003977
FBtr0339764,FBtr0339764,XLOC_005637
FBtr0087601,FBtr0087601,XLOC_005637
FBtr0339763,FBtr0339763,XLOC_005637
FBtr0339765,FBtr0339765,XLOC_005637
FBtr0299667,FBtr0299667,XLOC_003979
FBtr0299668,FBtr0299668,XLOC_003980
FBtr0307217,FBtr0307217,XLOC_003980
FBtr0304266,FBtr0304266,XLOC_005638
FBtr0087583,FBtr0087583,XLOC_005639
FBtr0087584,FBtr0087584,XLOC_005639
FBtr0310669,FBtr0310669,XLOC_005639
FBtr0310671,FBtr0310671,XLOC_005639
FBtr0339966,FBtr0339966,XLOC_005639
FBtr0087582,FBtr0087582,XLOC_005639
FBtr0310668,FBtr0310668,XLOC_005639
FBtr0310670,FBtr0310670,XLOC_005639
FBtr0087518,FBtr0087518,XLOC_003981
FBtr0087581,FBtr0087581,XLOC_005640
FBtr0087519,FBtr0087519,XLOC_003982
FBtr0339965,FBtr0339965,XLOC_005641
FBtr0087580,FBtr0087580,XLOC_005641
FBtr0087520,FBtr0087520,XLOC_003983
FBtr0339959,FBtr0339959,XLOC_003983
FBtr0339964,FBtr0339964,XLOC_005642
FBtr0087579,FBtr0087579,XLOC_005642
FBtr0087521,FBtr0087521,XLOC_003984
FBtr0087522,FBtr0087522,XLOC_003984
FBtr0332918,FBtr0332918,XLOC_003984
FBtr0087523,FBtr0087523,XLOC_003985
FBtr0087524,FBtr0087524,XLOC_003985
FBtr0339963,FBtr0339963,XLOC_005643
FBtr0347284,FBtr0347284,XLOC_005643
FBtr0087525,FBtr0087525,XLOC_003986
FBtr0302453,FBtr0302453,XLOC_003986
FBtr0302451,FBtr0302451,XLOC_003986
FBtr0302452,FBtr0302452,XLOC_003986
FBtr0087578,FBtr0087578,XLOC_005644
FBtr0087526,FBtr0087526,XLOC_003987
FBtr0087527,FBtr0087527,XLOC_003987
FBtr0087528,FBtr0087528,XLOC_003987
FBtr0087529,FBtr0087529,XLOC_003987
FBtr0290034,FBtr0290034,XLOC_003987
FBtr0339960,FBtr0339960,XLOC_003987
FBtr0339962,FBtr0339962,XLOC_003987
FBtr0112795,FBtr0112795,XLOC_003987
FBtr0290035,FBtr0290035,XLOC_003987
FBtr0339961,FBtr0339961,XLOC_003987
FBtr0346946,FBtr0346946,XLOC_003987
FBtr0087530,FBtr0087530,XLOC_003988
FBtr0087577,FBtr0087577,XLOC_005645
FBtr0087576,FBtr0087576,XLOC_005646
FBtr0087575,FBtr0087575,XLOC_005647
FBtr0339970,FBtr0339970,XLOC_005647
FBtr0087532,FBtr0087532,XLOC_003989
FBtr0087533,FBtr0087533,XLOC_003989
FBtr0087534,FBtr0087534,XLOC_003989
FBtr0087573,FBtr0087573,XLOC_005648
FBtr0087574,FBtr0087574,XLOC_005648
FBtr0339759,FBtr0339759,XLOC_005648
FBtr0339760,FBtr0339760,XLOC_005648
FBtr0339761,FBtr0339761,XLOC_005648
FBtr0087571,FBtr0087571,XLOC_005649
FBtr0087572,FBtr0087572,XLOC_005649
FBtr0087569,FBtr0087569,XLOC_005649
FBtr0087535,FBtr0087535,XLOC_003990
FBtr0087536,FBtr0087536,XLOC_003991
FBtr0087537,FBtr0087537,XLOC_003992
FBtr0339969,FBtr0339969,XLOC_005650
FBtr0087568,FBtr0087568,XLOC_005650
FBtr0087538,FBtr0087538,XLOC_003993
FBtr0087539,FBtr0087539,XLOC_003994
FBtr0301204,FBtr0301204,XLOC_005651
FBtr0301203,FBtr0301203,XLOC_005651
FBtr0339968,FBtr0339968,XLOC_005651
FBtr0087564,FBtr0087564,XLOC_005652
FBtr0087565,FBtr0087565,XLOC_005652
FBtr0087540,FBtr0087540,XLOC_003995
FBtr0339967,FBtr0339967,XLOC_003995
FBtr0290111,FBtr0290111,XLOC_003996
FBtr0100370,FBtr0100370,XLOC_003996
FBtr0290109,FBtr0290109,XLOC_003996
FBtr0290110,FBtr0290110,XLOC_003996
FBtr0100369,FBtr0100369,XLOC_003996
FBtr0100372,FBtr0100372,XLOC_003996
FBtr0308837,FBtr0308837,XLOC_003996
FBtr0308834,FBtr0308834,XLOC_003996
FBtr0308835,FBtr0308835,XLOC_003996
FBtr0308836,FBtr0308836,XLOC_003996
FBtr0290292,FBtr0290292,XLOC_003996
FBtr0087562,FBtr0087562,XLOC_005653
FBtr0112614,FBtr0112614,XLOC_003997
FBtr0339991,FBtr0339991,XLOC_003997
FBtr0290253,FBtr0290253,XLOC_003997
FBtr0112616,FBtr0112616,XLOC_003997
FBtr0087546,FBtr0087546,XLOC_003998
FBtr0087561,FBtr0087561,XLOC_005654
FBtr0087560,FBtr0087560,XLOC_005655
FBtr0305617,FBtr0305617,XLOC_005656
FBtr0087547,FBtr0087547,XLOC_003999
FBtr0087548,FBtr0087548,XLOC_004000
FBtr0305616,FBtr0305616,XLOC_004000
FBtr0087549,FBtr0087549,XLOC_004000
FBtr0087550,FBtr0087550,XLOC_004000
FBtr0112377,FBtr0112377,XLOC_004001
FBtr0112746,FBtr0112746,XLOC_004002
FBtr0112747,FBtr0112747,XLOC_004003
FBtr0112748,FBtr0112748,XLOC_004004
FBtr0087557,FBtr0087557,XLOC_005657
FBtr0087558,FBtr0087558,XLOC_005657
FBtr0303243,FBtr0303243,XLOC_004005
FBtr0346514,FBtr0346514,XLOC_004005
FBtr0087554,FBtr0087554,XLOC_004006
FBtr0112378,FBtr0112378,XLOC_005658
FBtr0087556,FBtr0087556,XLOC_005659
FBtr0087555,FBtr0087555,XLOC_004007
FBtr0087485,FBtr0087485,XLOC_004008
FBtr0087486,FBtr0087486,XLOC_004009
FBtr0339989,FBtr0339989,XLOC_004010
FBtr0339990,FBtr0339990,XLOC_005660
FBtr0087517,FBtr0087517,XLOC_005660
FBtr0087487,FBtr0087487,XLOC_004011
FBtr0087488,FBtr0087488,XLOC_004012
FBtr0345529,FBtr0345529,XLOC_004012
FBtr0087516,FBtr0087516,XLOC_005661
FBtr0345531,FBtr0345531,XLOC_005662
FBtr0302927,FBtr0302927,XLOC_004013
FBtr0302926,FBtr0302926,XLOC_004013
FBtr0340522,FBtr0340522,XLOC_004014
FBtr0347396,FBtr0347396,XLOC_004015
FBtr0089258,FBtr0089258,XLOC_005663
FBtr0089257,FBtr0089257,XLOC_005663
FBtr0087493,FBtr0087493,XLOC_004016
FBtr0332930,FBtr0332930,XLOC_004016
FBtr0332929,FBtr0332929,XLOC_004016
FBtr0100154,FBtr0100154,XLOC_004016
FBtr0087514,FBtr0087514,XLOC_005664
FBtr0087494,FBtr0087494,XLOC_004017
FBtr0333164,FBtr0333164,XLOC_004018
FBtr0087495,FBtr0087495,XLOC_004018
FBtr0087513,FBtr0087513,XLOC_005665
FBtr0333167,FBtr0333167,XLOC_005666
FBtr0333165,FBtr0333165,XLOC_004018
FBtr0087512,FBtr0087512,XLOC_005667
FBtr0333166,FBtr0333166,XLOC_005667
FBtr0087496,FBtr0087496,XLOC_004019
FBtr0339977,FBtr0339977,XLOC_004019
FBtr0339978,FBtr0339978,XLOC_004019
FBtr0087511,FBtr0087511,XLOC_005668
FBtr0301734,FBtr0301734,XLOC_004020
FBtr0089615,FBtr0089615,XLOC_005669
FBtr0089616,FBtr0089616,XLOC_005669
FBtr0089617,FBtr0089617,XLOC_005669
FBtr0089618,FBtr0089618,XLOC_005669
FBtr0089619,FBtr0089619,XLOC_005669
FBtr0089620,FBtr0089620,XLOC_005669
FBtr0089621,FBtr0089621,XLOC_005669
FBtr0309786,FBtr0309786,XLOC_005670
FBtr0301735,FBtr0301735,XLOC_005671
FBtr0087504,FBtr0087504,XLOC_005672
FBtr0339979,FBtr0339979,XLOC_005672
FBtr0087503,FBtr0087503,XLOC_005673
FBtr0087501,FBtr0087501,XLOC_005674
FBtr0087502,FBtr0087502,XLOC_005674
FBtr0087498,FBtr0087498,XLOC_004021
FBtr0087500,FBtr0087500,XLOC_005675
FBtr0300231,FBtr0300231,XLOC_004022
FBtr0300251,FBtr0300251,XLOC_004022
FBtr0113501,FBtr0113501,XLOC_004023
FBtr0113502,FBtr0113502,XLOC_004024
FBtr0113503,FBtr0113503,XLOC_004025
FBtr0113504,FBtr0113504,XLOC_004026
FBtr0113508,FBtr0113508,XLOC_004027
FBtr0113509,FBtr0113509,XLOC_004028
FBtr0113510,FBtr0113510,XLOC_004029
FBtr0087499,FBtr0087499,XLOC_004030
FBtr0306289,FBtr0306289,XLOC_004031
FBtr0345941,FBtr0345941,XLOC_004031
FBtr0347197,FBtr0347197,XLOC_004032
FBtr0087484,FBtr0087484,XLOC_005676
FBtr0087433,FBtr0087433,XLOC_004033
FBtr0339980,FBtr0339980,XLOC_004033
FBtr0087482,FBtr0087482,XLOC_005677
FBtr0087481,FBtr0087481,XLOC_005678
FBtr0087480,FBtr0087480,XLOC_005679
FBtr0300764,FBtr0300764,XLOC_004034
FBtr0339981,FBtr0339981,XLOC_004034
FBtr0339982,FBtr0339982,XLOC_004034
FBtr0300765,FBtr0300765,XLOC_004034
FBtr0345427,FBtr0345427,XLOC_005680
FBtr0087477,FBtr0087477,XLOC_005680
FBtr0087479,FBtr0087479,XLOC_005681
FBtr0332466,FBtr0332466,XLOC_005681
FBtr0332468,FBtr0332468,XLOC_005681
FBtr0087478,FBtr0087478,XLOC_005681
FBtr0309057,FBtr0309057,XLOC_005682
FBtr0309056,FBtr0309056,XLOC_005683
FBtr0087476,FBtr0087476,XLOC_005683
FBtr0087436,FBtr0087436,XLOC_004035
FBtr0309055,FBtr0309055,XLOC_004035
FBtr0087437,FBtr0087437,XLOC_004036
FBtr0087438,FBtr0087438,XLOC_004037
FBtr0300942,FBtr0300942,XLOC_004037
FBtr0087475,FBtr0087475,XLOC_005684
FBtr0306558,FBtr0306558,XLOC_005684
FBtr0087474,FBtr0087474,XLOC_005684
FBtr0087439,FBtr0087439,XLOC_004038
FBtr0087473,FBtr0087473,XLOC_005685
FBtr0087472,FBtr0087472,XLOC_005685
FBtr0289934,FBtr0289934,XLOC_005685
FBtr0087471,FBtr0087471,XLOC_005685
FBtr0087440,FBtr0087440,XLOC_004039
FBtr0087470,FBtr0087470,XLOC_005686
FBtr0087469,FBtr0087469,XLOC_005687
FBtr0329881,FBtr0329881,XLOC_005687
FBtr0329880,FBtr0329880,XLOC_005688
FBtr0087468,FBtr0087468,XLOC_005688
FBtr0329879,FBtr0329879,XLOC_005688
FBtr0347230,FBtr0347230,XLOC_005689
FBtr0347231,FBtr0347231,XLOC_005689
FBtr0347232,FBtr0347232,XLOC_005689
FBtr0087441,FBtr0087441,XLOC_004040
FBtr0305588,FBtr0305588,XLOC_004040
FBtr0087442,FBtr0087442,XLOC_004040
FBtr0329882,FBtr0329882,XLOC_005690
FBtr0087465,FBtr0087465,XLOC_005690
FBtr0112809,FBtr0112809,XLOC_005690
FBtr0301400,FBtr0301400,XLOC_005690
FBtr0112810,FBtr0112810,XLOC_005690
FBtr0087444,FBtr0087444,XLOC_004041
FBtr0087445,FBtr0087445,XLOC_004041
FBtr0087464,FBtr0087464,XLOC_005691
FBtr0345702,FBtr0345702,XLOC_005692
FBtr0087446,FBtr0087446,XLOC_004042
FBtr0087447,FBtr0087447,XLOC_004042
FBtr0087463,FBtr0087463,XLOC_005693
FBtr0329884,FBtr0329884,XLOC_005693
FBtr0087462,FBtr0087462,XLOC_005694
FBtr0329883,FBtr0329883,XLOC_005694
FBtr0087461,FBtr0087461,XLOC_005695
FBtr0087448,FBtr0087448,XLOC_004043
FBtr0087460,FBtr0087460,XLOC_005696
FBtr0087449,FBtr0087449,XLOC_004044
FBtr0091446,FBtr0091446,XLOC_005697
FBtr0091445,FBtr0091445,XLOC_005698
FBtr0345528,FBtr0345528,XLOC_005699
FBtr0302294,FBtr0302294,XLOC_005699
FBtr0302560,FBtr0302560,XLOC_005699
FBtr0339985,FBtr0339985,XLOC_005699
FBtr0339986,FBtr0339986,XLOC_005699
FBtr0301513,FBtr0301513,XLOC_005699
FBtr0302109,FBtr0302109,XLOC_005699
FBtr0339983,FBtr0339983,XLOC_004045
FBtr0087450,FBtr0087450,XLOC_004045
FBtr0345526,FBtr0345526,XLOC_004045
FBtr0087451,FBtr0087451,XLOC_004046
FBtr0345527,FBtr0345527,XLOC_004046
FBtr0087452,FBtr0087452,XLOC_004047
FBtr0087453,FBtr0087453,XLOC_004048
FBtr0339984,FBtr0339984,XLOC_004048
FBtr0300128,FBtr0300128,XLOC_005700
FBtr0300127,FBtr0300127,XLOC_004049
FBtr0087456,FBtr0087456,XLOC_005701
FBtr0087455,FBtr0087455,XLOC_005702
FBtr0344876,FBtr0344876,XLOC_004050
FBtr0087405,FBtr0087405,XLOC_004050
FBtr0345873,FBtr0345873,XLOC_004050
FBtr0303758,FBtr0303758,XLOC_005703
FBtr0087431,FBtr0087431,XLOC_005703
FBtr0301334,FBtr0301334,XLOC_005703
FBtr0303756,FBtr0303756,XLOC_005703
FBtr0332856,FBtr0332856,XLOC_005703
FBtr0087430,FBtr0087430,XLOC_005703
FBtr0087429,FBtr0087429,XLOC_005703
FBtr0112929,FBtr0112929,XLOC_005703
FBtr0303757,FBtr0303757,XLOC_005703
FBtr0303760,FBtr0303760,XLOC_005704
FBtr0087428,FBtr0087428,XLOC_005704
FBtr0303761,FBtr0303761,XLOC_005704
FBtr0303762,FBtr0303762,XLOC_005704
FBtr0087406,FBtr0087406,XLOC_004051
FBtr0303759,FBtr0303759,XLOC_004052
FBtr0087407,FBtr0087407,XLOC_004052
FBtr0087408,FBtr0087408,XLOC_004053
FBtr0303434,FBtr0303434,XLOC_005705
FBtr0303433,FBtr0303433,XLOC_005705
FBtr0329888,FBtr0329888,XLOC_005705
FBtr0329889,FBtr0329889,XLOC_005705
FBtr0329890,FBtr0329890,XLOC_005705
FBtr0329887,FBtr0329887,XLOC_005705
FBtr0303431,FBtr0303431,XLOC_005705
FBtr0303429,FBtr0303429,XLOC_005705
FBtr0303432,FBtr0303432,XLOC_005705
FBtr0303437,FBtr0303437,XLOC_005705
FBtr0303435,FBtr0303435,XLOC_005705
FBtr0303430,FBtr0303430,XLOC_005705
FBtr0087409,FBtr0087409,XLOC_004054
FBtr0339987,FBtr0339987,XLOC_004054
FBtr0345946,FBtr0345946,XLOC_004054
FBtr0087411,FBtr0087411,XLOC_004054
FBtr0345947,FBtr0345947,XLOC_004054
FBtr0301507,FBtr0301507,XLOC_004055
FBtr0087425,FBtr0087425,XLOC_005706
FBtr0087424,FBtr0087424,XLOC_005707
FBtr0332259,FBtr0332259,XLOC_005708
FBtr0087421,FBtr0087421,XLOC_005708
FBtr0332258,FBtr0332258,XLOC_004056
FBtr0339988,FBtr0339988,XLOC_004056
FBtr0087413,FBtr0087413,XLOC_004057
FBtr0087414,FBtr0087414,XLOC_004057
FBtr0345419,FBtr0345419,XLOC_004057
FBtr0304888,FBtr0304888,XLOC_005709
FBtr0087420,FBtr0087420,XLOC_005710
FBtr0345421,FBtr0345421,XLOC_004058
FBtr0309977,FBtr0309977,XLOC_005711
FBtr0089861,FBtr0089861,XLOC_005712
FBtr0339992,FBtr0339992,XLOC_005712
FBtr0340516,FBtr0340516,XLOC_004059
FBtr0340517,FBtr0340517,XLOC_004059
FBtr0087416,FBtr0087416,XLOC_004060
FBtr0111006,FBtr0111006,XLOC_004060
FBtr0111007,FBtr0111007,XLOC_004060
FBtr0305217,FBtr0305217,XLOC_004060
FBtr0305214,FBtr0305214,XLOC_004060
FBtr0087415,FBtr0087415,XLOC_004060
FBtr0305213,FBtr0305213,XLOC_004060
FBtr0305215,FBtr0305215,XLOC_004060
FBtr0305216,FBtr0305216,XLOC_004060
FBtr0112379,FBtr0112379,XLOC_005713
FBtr0087418,FBtr0087418,XLOC_005714
FBtr0087417,FBtr0087417,XLOC_004061
FBtr0300324,FBtr0300324,XLOC_004061
FBtr0087361,FBtr0087361,XLOC_004062
FBtr0332267,FBtr0332267,XLOC_004062
FBtr0332269,FBtr0332269,XLOC_005715
FBtr0087362,FBtr0087362,XLOC_004062
FBtr0304816,FBtr0304816,XLOC_004063
FBtr0300323,FBtr0300323,XLOC_005716
FBtr0332268,FBtr0332268,XLOC_005717
FBtr0087404,FBtr0087404,XLOC_005718
FBtr0310139,FBtr0310139,XLOC_004064
FBtr0310140,FBtr0310140,XLOC_004064
FBtr0087363,FBtr0087363,XLOC_004064
FBtr0300042,FBtr0300042,XLOC_004065
FBtr0087364,FBtr0087364,XLOC_004066
FBtr0087402,FBtr0087402,XLOC_005719
FBtr0329939,FBtr0329939,XLOC_005719
FBtr0087365,FBtr0087365,XLOC_004067
FBtr0087403,FBtr0087403,XLOC_005719
FBtr0339997,FBtr0339997,XLOC_005720
FBtr0087401,FBtr0087401,XLOC_005720
FBtr0087366,FBtr0087366,XLOC_004068
FBtr0087400,FBtr0087400,XLOC_005721
FBtr0340523,FBtr0340523,XLOC_005722
FBtr0339994,FBtr0339994,XLOC_004069
FBtr0339995,FBtr0339995,XLOC_004069
FBtr0339993,FBtr0339993,XLOC_004069
FBtr0087368,FBtr0087368,XLOC_004069
FBtr0087367,FBtr0087367,XLOC_004069
FBtr0087399,FBtr0087399,XLOC_005723
FBtr0087398,FBtr0087398,XLOC_005724
FBtr0339996,FBtr0339996,XLOC_005724
FBtr0340008,FBtr0340008,XLOC_004070
FBtr0340009,FBtr0340009,XLOC_004070
FBtr0087369,FBtr0087369,XLOC_004071
FBtr0087370,FBtr0087370,XLOC_004071
FBtr0087371,FBtr0087371,XLOC_004072
FBtr0339077,FBtr0339077,XLOC_005725
FBtr0339076,FBtr0339076,XLOC_005725
FBtr0339078,FBtr0339078,XLOC_005725
FBtr0339082,FBtr0339082,XLOC_005725
FBtr0339079,FBtr0339079,XLOC_005725
FBtr0339081,FBtr0339081,XLOC_005725
FBtr0339074,FBtr0339074,XLOC_005725
FBtr0339080,FBtr0339080,XLOC_005725
FBtr0339075,FBtr0339075,XLOC_005725
FBtr0339083,FBtr0339083,XLOC_005726
FBtr0087393,FBtr0087393,XLOC_005727
FBtr0087394,FBtr0087394,XLOC_005727
FBtr0087392,FBtr0087392,XLOC_005728
FBtr0308700,FBtr0308700,XLOC_004073
FBtr0087374,FBtr0087374,XLOC_004073
FBtr0087373,FBtr0087373,XLOC_004073
FBtr0087391,FBtr0087391,XLOC_005729
FBtr0087376,FBtr0087376,XLOC_004074
FBtr0087377,FBtr0087377,XLOC_004074
FBtr0087378,FBtr0087378,XLOC_004074
FBtr0087375,FBtr0087375,XLOC_004074
FBtr0087379,FBtr0087379,XLOC_004074
FBtr0340000,FBtr0340000,XLOC_005730
FBtr0087390,FBtr0087390,XLOC_005730
FBtr0087389,FBtr0087389,XLOC_005731
FBtr0340010,FBtr0340010,XLOC_005732
FBtr0114456,FBtr0114456,XLOC_004075
FBtr0339998,FBtr0339998,XLOC_004076
FBtr0087382,FBtr0087382,XLOC_004076
FBtr0087388,FBtr0087388,XLOC_005733
FBtr0340518,FBtr0340518,XLOC_004077
FBtr0340519,FBtr0340519,XLOC_005734
FBtr0306716,FBtr0306716,XLOC_005735
FBtr0306709,FBtr0306709,XLOC_005736
FBtr0306724,FBtr0306724,XLOC_005737
FBtr0306723,FBtr0306723,XLOC_005738
FBtr0339999,FBtr0339999,XLOC_005739
FBtr0087387,FBtr0087387,XLOC_005739
FBtr0087383,FBtr0087383,XLOC_004078
FBtr0330628,FBtr0330628,XLOC_004078
FBtr0087384,FBtr0087384,XLOC_004078
FBtr0087385,FBtr0087385,XLOC_004078
FBtr0330007,FBtr0330007,XLOC_004079
FBtr0344200,FBtr0344200,XLOC_004079
FBtr0344202,FBtr0344202,XLOC_004079
FBtr0344203,FBtr0344203,XLOC_004079
FBtr0344204,FBtr0344204,XLOC_004079
FBtr0344205,FBtr0344205,XLOC_004079
FBtr0344206,FBtr0344206,XLOC_004079
FBtr0330012,FBtr0330012,XLOC_004079
FBtr0330013,FBtr0330013,XLOC_004079
FBtr0344201,FBtr0344201,XLOC_004079
FBtr0344207,FBtr0344207,XLOC_004079
FBtr0344208,FBtr0344208,XLOC_004079
FBtr0330011,FBtr0330011,XLOC_004079
FBtr0344209,FBtr0344209,XLOC_004080
FBtr0087386,FBtr0087386,XLOC_004081
FBtr0332396,FBtr0332396,XLOC_005740
FBtr0330009,FBtr0330009,XLOC_004079
FBtr0330016,FBtr0330016,XLOC_004079
FBtr0330010,FBtr0330010,XLOC_004079
FBtr0112381,FBtr0112381,XLOC_005741
FBtr0345392,FBtr0345392,XLOC_005742
FBtr0087359,FBtr0087359,XLOC_005742
FBtr0340003,FBtr0340003,XLOC_005742
FBtr0273307,FBtr0273307,XLOC_005743
FBtr0340002,FBtr0340002,XLOC_005743
FBtr0273302,FBtr0273302,XLOC_004082
FBtr0273350,FBtr0273350,XLOC_004083
FBtr0087329,FBtr0087329,XLOC_004084
FBtr0273344,FBtr0273344,XLOC_004085
FBtr0087331,FBtr0087331,XLOC_004086
FBtr0087332,FBtr0087332,XLOC_004086
FBtr0340001,FBtr0340001,XLOC_004086
FBtr0329956,FBtr0329956,XLOC_005744
FBtr0087357,FBtr0087357,XLOC_005744
FBtr0329955,FBtr0329955,XLOC_005744
FBtr0329957,FBtr0329957,XLOC_005744
FBtr0346265,FBtr0346265,XLOC_005744
FBtr0329954,FBtr0329954,XLOC_004087
FBtr0087334,FBtr0087334,XLOC_004088
FBtr0087355,FBtr0087355,XLOC_005745
FBtr0347021,FBtr0347021,XLOC_004089
FBtr0087335,FBtr0087335,XLOC_004090
FBtr0087336,FBtr0087336,XLOC_004091
FBtr0087354,FBtr0087354,XLOC_005746
FBtr0331963,FBtr0331963,XLOC_004092
FBtr0113083,FBtr0113083,XLOC_004092
FBtr0113082,FBtr0113082,XLOC_004092
FBtr0087337,FBtr0087337,XLOC_004092
FBtr0331964,FBtr0331964,XLOC_004092
FBtr0331965,FBtr0331965,XLOC_004092
FBtr0306569,FBtr0306569,XLOC_004092
FBtr0306573,FBtr0306573,XLOC_004092
FBtr0300777,FBtr0300777,XLOC_004092
FBtr0306570,FBtr0306570,XLOC_004092
FBtr0306571,FBtr0306571,XLOC_004092
FBtr0306568,FBtr0306568,XLOC_004092
FBtr0306572,FBtr0306572,XLOC_004092
FBtr0087353,FBtr0087353,XLOC_005747
FBtr0087351,FBtr0087351,XLOC_005748
FBtr0087352,FBtr0087352,XLOC_005748
FBtr0340004,FBtr0340004,XLOC_004093
FBtr0087350,FBtr0087350,XLOC_005749
FBtr0087339,FBtr0087339,XLOC_004093
FBtr0340005,FBtr0340005,XLOC_005750
FBtr0087349,FBtr0087349,XLOC_005750
FBtr0300853,FBtr0300853,XLOC_004094
FBtr0304712,FBtr0304712,XLOC_004094
FBtr0340006,FBtr0340006,XLOC_004094
FBtr0304315,FBtr0304315,XLOC_004094
FBtr0087348,FBtr0087348,XLOC_005751
FBtr0306648,FBtr0306648,XLOC_005751
FBtr0302330,FBtr0302330,XLOC_005751
FBtr0087345,FBtr0087345,XLOC_005751
FBtr0087347,FBtr0087347,XLOC_005751
FBtr0087346,FBtr0087346,XLOC_005751
FBtr0087343,FBtr0087343,XLOC_005751
FBtr0087344,FBtr0087344,XLOC_005751
FBtr0344930,FBtr0344930,XLOC_004095
FBtr0087342,FBtr0087342,XLOC_005752
FBtr0087341,FBtr0087341,XLOC_005753
